Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A11,Plate 4,,,,16S_arc,179.180587768555,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3583.61181640625,,,186.851196289063,171.559677124023,14964,2114,12850,0,0,0,0,,,,,,,,,7529.41162109375,,,1.61251554432401,5.2816384879553,,,,,,,,,,,,10938.6400353207,4768.14029549565,5639.86152310793,,,,,183.087921142578,175.286193847656,,,,,,,,,,,,,No
A12,Plate 4,,,,16S_arc,913.866638183594,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,18277.33203125,,,934.325988769531,893.7568359375,15180,8199,6981,0,0,0,0,,,,,,,,,7529.41162109375,,,2.26605839648989,3.1609922316094,,,,,,,,,,,,12065.5995892458,5107.03083106854,8865.48308721449,,,,,924.260620117188,903.563537597656,,,,,,,,,,,,,No
B01,Plate 4,,,,16S_arc,2013.23828125,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,40264.765625,,,2056.41528320313,1971.58984375,13419,10995,2424,0,0,0,0,,,,,,,,,7529.41162109375,,,2.24733102483695,2.31242794641398,,,,,,,,,,,,12687.7993363017,6508.45543809142,11571.5664121447,,,,,2035.0693359375,1991.80493164063,,,,,,,,,,,,,No
B02,Plate 4,,,,16S_arc,331.184020996094,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,6623.6806640625,,,342.204772949219,320.265533447266,14367,3525,10842,0,0,0,0,,,,,,,,,7529.41162109375,,,1.6043002510197,4.92557540325524,,,,,,,,,,,,11510.5798843362,6285.00337003909,7567.11913623227,,,,,336.793975830078,325.600708007813,,,,,,,,,,,,,No
B03,Plate 4,,,,16S_arc,20.6093330383301,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,412.186645507813,,,23.0794296264648,18.1444110870361,15433,268,15165,0,0,0,0,,,,,,,,,7529.41162109375,,,1.60471747847026,12.2163697357444,,,,,,,,,,,,12250.0043726679,5669.37243878534,5783.64765152949,,,,,21.8689365386963,19.35107421875,,,,,,,,,,,,,No
B04,Plate 4,,,,16S_arc,2.07776284217834,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,41.5552558898926,,,3.00662875175476,1.36359596252441,14168,25,14143,0,0,0,0,,,,,,,,,7529.41162109375,,,0.674617955632847,17.8173158764836,,,,,,,,,,,,9211.2797265625,5305.12978875889,5312.02234582023,,,,,2.52096724510193,1.68993997573853,,,,,,,,,,,,,No
B05,Plate 4,,,,16S_arc,7.21256351470947,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,144.251266479492,,,8.76037883758545,5.85984659194946,15707,96,15611,0,0,0,0,,,,,,,,,7529.41162109375,,,1.65557546296241,18.9266291765384,,,,,,,,,,,,10676.1275177002,4523.43906100804,4561.0438290632,,,,,7.9729061126709,6.50249433517456,,,,,,,,,,,,,No
B06,Plate 4,,,,16S_arc,103.908752441406,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2078.17504882813,,,109.555351257324,98.2891159057617,15473,1308,14165,0,0,0,0,,,,,,,,,7529.41162109375,,,1.44900333142249,6.09606997262962,,,,,,,,,,,,10035.915351891,4707.50457461405,5157.93831704785,,,,,106.786277770996,101.038230895996,,,,,,,,,,,,,No
B07,Plate 4,,,,16S_arc,26.9059829711914,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,538.11962890625,,,29.6848888397217,24.1336269378662,15966,361,15605,0,0,0,0,,,,,,,,,7529.41162109375,,,1.55715822983217,12.353779852671,,,,,,,,,,,,11353.3573907657,5193.61110832803,5332.8863437007,,,,,28.3229694366455,25.4906997680664,,,,,,,,,,,,,No
B08,Plate 4,,,,16S_arc,4.10139179229736,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,82.02783203125,,,5.36465263366699,3.05459690093994,14080,49,14031,0,0,0,0,,,,,,,,,7529.41162109375,,,1.53673020056005,19.9281120438299,,,,,,,,,,,,11982.5227798151,5131.34515049823,5155.18802719116,,,,,4.71431255340576,3.54427051544189,,,,,,,,,,,,,No
B09,Plate 4,,,,16S_arc,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.230199873447418,0,15313,0,15313,0,0,0,0,,,,,,,,,7529.41162109375,,,,66.4009390945015,,,,,,,,,,,,,1708.03508422588,1708.03508422588,,,,,0.105182535946369,0,,,,,,,,,,,,,No
B10,Plate 4,,,,16S_arc,9.05572128295898,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,181.11442565918,,,10.6908092498779,7.4229040145874,15389,118,15271,0,0,0,0,,,,,,,,,7529.41162109375,,,1.45424814605509,9.33359601496683,,,,,,,,,,,,8213.25438211732,2506.69516147686,2550.45200000019,,,,,9.88966655731201,8.22236824035645,,,,,,,,,,,,,No
B11,Plate 4,,,,16S_arc,994.659606933594,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,19893.19140625,,,1016.66833496094,973.054992675781,14864,8482,6382,0,0,0,0,,,,,,,,,7529.41162109375,,,2.72829844982352,3.46684618026664,,,,,,,,,,,,12842.8897510215,5106.32304578857,9521.12113471385,,,,,1005.83715820313,983.587280273438,,,,,,,,,,,,,No
B12,Plate 4,,,,16S_arc,734.792663574219,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,14695.853515625,,,752.038269042969,717.796264648438,15737,7310,8427,0,0,0,0,,,,,,,,,7529.41162109375,,,1.76968617211186,3.15609983104712,,,,,,,,,,,,12203.48014766,5424.78398864029,8573.55878195757,,,,,743.559875488281,726.090393066406,,,,,,,,,,,,,No
C01,Plate 4,,,,16S_arc,23.4083099365234,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,468.166198730469,,,27.5867252349854,19.2446823120117,6142,121,6021,0,0,0,0,,,,,,,,,7529.41162109375,,,0.632023662344377,1.38570382279495,,,,,,,,,,,,8531.91532961002,4902.45177469474,4973.9537431325,,,,,25.5382995605469,21.282169342041,,,,,,,,,,,,,No
C02,Plate 4,,,,16S_arc,99.2821273803711,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1985.642578125,,,104.769889831543,93.8198471069336,15619,1264,14355,0,0,0,0,,,,,,,,,7529.41162109375,,,1.5706970242596,7.76274675957305,,,,,,,,,,,,11591.1910972112,5926.81364893207,6385.21515316569,,,,,102.078811645508,96.4920806884766,,,,,,,,,,,,,No
C03,Plate 4,,,,16S_arc,454.450164794922,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9089.0029296875,,,467.495330810547,441.548095703125,14896,4773,10123,0,0,0,0,,,,,,,,,7529.41162109375,,,1.55653006703078,3.8172035332282,,,,,,,,,,,,11750.1732349855,6594.20510750002,8246.2886112922,,,,,461.087799072266,447.849792480469,,,,,,,,,,,,,No
C04,Plate 4,,,,16S_arc,4.85767126083374,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,97.1534271240234,,,6.18626976013184,3.73520112037659,14804,61,14743,0,0,0,0,,,,,,,,,7529.41162109375,,,1.32456926179494,15.7374082120357,,,,,,,,,,,,11089.6705462346,5217.15815498576,5241.35588910263,,,,,5.50525522232056,4.26324224472046,,,,,,,,,,,,,No
C05,Plate 4,,,,16S_arc,6.53867816925049,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,130.773559570313,,,8.01709079742432,5.25520944595337,15697,87,15610,0,0,0,0,,,,,,,,,7529.41162109375,,,1.63173154629417,17.735411471751,,,,,,,,,,,,11602.9249674479,4715.99439798144,4754.16493754591,,,,,7.2638521194458,5.86373949050903,,,,,,,,,,,,,No
C06,Plate 4,,,,16S_arc,27.0538749694824,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,541.077514648438,,,29.9459781646729,24.1688632965088,14824,337,14487,0,0,0,0,,,,,,,,,7529.41162109375,,,1.58845294072796,10.7520817559638,,,,,,,,,,,,11086.7760281435,4596.26217318848,4743.81365518524,,,,,28.5285491943359,25.5810470581055,,,,,,,,,,,,,No
C07,Plate 4,,,,16S_arc,5.27854061126709,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,105.570816040039,,,6.57948207855225,4.16229581832886,16530,74,16456,0,0,0,0,,,,,,,,,7529.41162109375,,,1.69871413479337,16.7018100682786,,,,,,,,,,,,11936.2524612014,5161.28314988058,5191.61271606556,,,,,5.91484785079956,4.68980884552002,,,,,,,,,,,,,No
C08,Plate 4,,,,16S_arc,7.41704654693604,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,148.340927124023,,,9.1158390045166,5.94492816925049,13525,85,13440,0,0,0,0,,,,,,,,,7529.41162109375,,,1.39247023795673,16.2372495959312,,,,,,,,,,,,10996.2854836857,5050.62381522769,5087.99026563944,,,,,8.24988746643066,6.64261674880981,,,,,,,,,,,,,No
C09,Plate 4,,,,16S_arc,153.892852783203,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3077.85693359375,,,160.776626586914,147.049133300781,15773,1934,13839,0,0,0,0,,,,,,,,,7529.41162109375,,,1.49081054941469,3.7759674412141,,,,,,,,,,,,9255.10653897969,4114.30765969027,4744.64462999051,,,,,157.399948120117,150.396194458008,,,,,,,,,,,,,No
C10,Plate 4,,,,16S_arc,152.850234985352,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3057.00463867188,,,159.576461791992,146.162261962891,16399,1998,14401,0,0,0,0,,,,,,,,,7529.41162109375,,,1.48679177185951,2.7959151060773,,,,,,,,,,,,8677.81138927013,3960.61693916032,4535.34433176471,,,,,156.277191162109,149.433258056641,,,,,,,,,,,,,No
C11,Plate 4,,,,16S_arc,185.79460144043,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3715.89208984375,,,193.253067016602,178.38313293457,16456,2404,14052,0,0,0,0,,,,,,,,,7529.41162109375,,,1.72859156888631,6.14995757495955,,,,,,,,,,,,12280.8432517663,5083.51793467595,6134.95024278759,,,,,189.594024658203,182.007415771484,,,,,,,,,,,,,No
C12,Plate 4,,,,16S_arc,760.844055175781,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,15216.880859375,,,778.291931152344,743.651123046875,16118,7676,8442,0,0,0,0,,,,,,,,,7529.41162109375,,,1.64489939666822,2.87017785116535,,,,,,,,,,,,11179.4599938246,5638.38413881809,8277.25361784961,,,,,769.713684082031,752.040710449219,,,,,,,,,,,,,No
D01,Plate 4,,,,16S_arc,9473.0654296875,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,189461.3125,,,10702.7841796875,8559.99609375,15702,15697,5,0,0,0,0,,,,,,,,,7529.41162109375,,,7.28989870796087,0.77867316030452,,,,,,,,,,,,15234.0058895796,5778.49057617187,15230.9949625278,,,,,10048.4345703125,8978.1455078125,,,,,,,,,,,,,No
D02,Plate 4,,,,16S_arc,956.846984863281,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,19136.939453125,,,978.149108886719,935.923645019531,14978,8337,6641,0,0,0,0,,,,,,,,,7529.41162109375,,,1.71317705206557,3.06107535412046,,,,,,,,,,,,11668.039722854,6618.88826237607,9429.32862330572,,,,,967.667236328125,946.125305175781,,,,,,,,,,,,,No
D03,Plate 4,,,,16S_arc,12.406982421875,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,248.1396484375,,,14.428201675415,10.3892307281494,13822,145,13677,0,0,0,0,,,,,,,,,7529.41162109375,,,1.60145871498864,11.9431905206748,,,,,,,,,,,,11115.74941743,5559.9680166499,5618.25106563797,,,,,13.4377841949463,11.37708568573,,,,,,,,,,,,,No
D04,Plate 4,,,,16S_arc,0.562078595161438,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,11.2415714263916,,,1.09485566616058,0.238770291209221,14655,7,14648,0,0,0,0,,,,,,,,,7529.41162109375,,,1.20443773692661,18.2563731336474,,,,,,,,,,,,11021.19921875,5356.82989755294,5359.5354987299,,,,,0.804015636444092,0.374394774436951,,,,,,,,,,,,,No
D05,Plate 4,,,,16S_arc,183.492080688477,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3669.84155273438,,,191.034362792969,175.997817993164,15878,2293,13585,0,0,0,0,,,,,,,,,7529.41162109375,,,1.60037262016302,4.41396394774686,,,,,,,,,,,,10082.1958576374,4808.06060872561,5569.71775230507,,,,,187.334136962891,179.662506103516,,,,,,,,,,,,,No
D06,Plate 4,,,,16S_arc,13.8540105819702,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,277.080200195313,,,15.944637298584,11.7670917510986,14436,169,14267,0,0,0,0,,,,,,,,,7529.41162109375,,,1.54283437487502,14.3587758736493,,,,,,,,,,,,11163.3324790819,4913.59521092397,4986.75991017021,,,,,14.9201917648315,12.7887935638428,,,,,,,,,,,,,No
D07,Plate 4,,,,16S_arc,15.4184398651123,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,308.368804931641,,,17.5361919403076,13.3044919967651,15668,204,15464,0,0,0,0,,,,,,,,,7529.41162109375,,,1.45429994775356,14.1660926126149,,,,,,,,,,,,11455.2373549517,5180.26760771111,5261.96877112935,,,,,16.4984493255615,14.3394203186035,,,,,,,,,,,,,No
D08,Plate 4,,,,16S_arc,11.9270496368408,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,238.540985107422,,,13.9333305358887,9.92418384552002,13483,136,13347,0,0,0,0,,,,,,,,,7529.41162109375,,,1.31552520978043,15.0612330383511,,,,,,,,,,,,11432.5539694393,5061.91539864266,5126.17460250147,,,,,12.950234413147,10.9047527313232,,,,,,,,,,,,,No
D09,Plate 4,,,,16S_arc,24.9163074493408,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,498.326141357422,,,27.6200981140137,22.2187175750732,15604,327,15277,0,0,0,0,,,,,,,,,7529.41162109375,,,1.42764839170931,8.39748542461294,,,,,,,,,,,,8956.43401931623,3455.35404243627,3570.63558258237,,,,,26.295015335083,23.539213180542,,,,,,,,,,,,,No
D10,Plate 4,,,,16S_arc,0.133364006876945,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.66728019714355,,,0.427218288183212,0.0202036760747433,17644,2,17642,0,0,0,0,,,,,,,,,7529.41162109375,,,3.28317235561482,41.3069502360054,,,,,,,,,,,,13329.2958984375,2888.23652093133,2889.42004613848,,,,,0.256405711174011,0.0578781180083752,,,,,,,,,,,,,No
D11,Plate 4,,,,16S_arc,986.959350585938,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,19739.1875,,,1008.79266357422,965.52392578125,14929,8477,6452,0,0,0,0,,,,,,,,,7529.41162109375,,,2.53773016698498,3.11660984379381,,,,,,,,,,,,11920.8912739872,4733.27812733091,8814.55595198131,,,,,998.048156738281,975.97412109375,,,,,,,,,,,,,No
D12,Plate 4,,,,16S_arc,1063.59265136719,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,21271.853515625,,,1085.64880371094,1041.94250488281,16366,9739,6627,0,0,0,0,,,,,,,,,7529.41162109375,,,1.90834470318614,2.74829509227056,,,,,,,,,,,,12544.8594545669,5598.68726871664,9732.18176450034,,,,,1074.79418945313,1052.49694824219,,,,,,,,,,,,,No
E01,Plate 4,,,,16S_arc,8.40260028839111,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,168.052001953125,,,9.95290756225586,6.85433435440063,15878,113,15765,0,0,0,0,,,,,,,,,7529.41162109375,,,1.37585555144657,5.54896682634855,,,,,,,,,,,,9056.70003975387,4726.10844955372,4756.92825366586,,,,,9.19331741333008,7.61241388320923,,,,,,,,,,,,,No
E02,Plate 4,,,,16S_arc,280.138732910156,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5602.7744140625,,,289.913024902344,270.444946289063,15088,3197,11891,0,0,0,0,,,,,,,,,7529.41162109375,,,1.61918959939193,4.863933158789,,,,,,,,,,,,11848.4554494142,6190.59942015626,7389.44391416062,,,,,285.115478515625,275.182922363281,,,,,,,,,,,,,No
E03,Plate 4,,,,16S_arc,164.861022949219,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3297.22045898438,,,172.501861572266,157.269485473633,13789,1803,11986,0,0,0,0,,,,,,,,,7529.41162109375,,,1.51648208312487,3.90262064751898,,,,,,,,,,,,11008.5366451964,6101.15503599058,6742.82658877889,,,,,168.753219604492,160.981674194336,,,,,,,,,,,,,No
E04,Plate 4,,,,16S_arc,14.8849039077759,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,297.698089599609,,,17.0614624023438,12.7123641967773,14317,180,14137,0,0,0,0,,,,,,,,,7529.41162109375,,,1.1439930021429,8.03504487766337,,,,,,,,,,,,8860.83984646267,3925.63952855179,3987.68716822658,,,,,15.9948902130127,13.7759647369385,,,,,,,,,,,,,No
E05,Plate 4,,,,16S_arc,103.55110168457,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2071.02197265625,,,109.312217712402,97.8180618286133,14812,1248,13564,0,0,0,0,,,,,,,,,7529.41162109375,,,1.59206984878253,7.30134618327238,,,,,,,,,,,,11569.5638834635,5313.11313076801,5840.25669945313,,,,,106.486923217773,100.622589111328,,,,,,,,,,,,,No
E06,Plate 4,,,,16S_arc,0.077361211180687,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.54722428321838,,,0.369523018598557,0.00324906851164997,15208,1,15207,0,0,0,0,,,,,,,,,7529.41162109375,,,,17.3187081541869,,,,,,,,,,,,7618.2958984375,1425.18780700098,1425.59503399279,,,,,0.192561492323875,0.0209643859416246,,,,,,,,,,,,,No
E07,Plate 4,,,,16S_arc,7.17715263366699,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,143.543060302734,,,8.74364852905273,5.81104803085327,15291,93,15198,0,0,0,0,,,,,,,,,7529.41162109375,,,1.73546756047319,18.5642829187134,,,,,,,,,,,,12634.7384860131,5171.73029532309,5217.12037849189,,,,,7.94631338119507,6.45963001251221,,,,,,,,,,,,,No
E08,Plate 4,,,,16S_arc,14.4883127212524,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,289.766265869141,,,16.6812515258789,12.2994527816772,13726,168,13558,0,0,0,0,,,,,,,,,7529.41162109375,,,1.55826432043844,14.770985884834,,,,,,,,,,,,11379.0064755394,5143.04795203326,5219.37324942136,,,,,15.6066474914551,13.3710384368896,,,,,,,,,,,,,No
