,fluxid,ch4_slopes,co2_slopes,ch4_r2,co2_r2,Date,Personnel,Plot,seq_id,Tree_sp,Measurement.height,Chamber.ID,Temp_stem,Temp_air,DBH,Perimeter,Flux.Start.Time,Flux.End.Time,Corrected.Start.Time,Corrected.End.Time,HMS_Start,HMS_End,Gas_analyser,Date_full,date.parsed,starttime,endtime,chamber_vol,chamber_area,glc,pressure,CH4_lin_flux,CO2_lin_flux
40,BB16prime_125,1.64E-08,0.585199147,1.20E-05,0.998995657,210722,JG/WA/TM,Ridge,BB16',BELE,125,6,21.1,22.3,,,144500,145500,144500,145500,14:45:00,14:55:00,LGR3,20210722,7/22/2021,7/22/2021 14:45,7/22/2021 14:55,0.002531942,0.0541751,0.00831447,101.325,3.17E-05,1.128694308
41,BB16prime_200,1.17E-05,0.756847154,0.831588807,0.999954417,210722,JG/WA/TM,Ridge,BB16',BELE,200,6,21.2,22.3,,,150100,151100,150100,151100,15:01:00,15:11:00,LGR3,20210722,7/22/2021,7/22/2021 15:01,7/22/2021 15:11,0.002531942,0.0541751,0.00831447,101.325,0.022591911,1.459757896
42,WP101_50,5.69E-06,0.433174536,0.293062403,0.992307899,210722,JG/WA/TM,Ridge,WP101,PIST,50,6,22.1,22.3,37.5,,154000,155000,154000,155000,15:40:00,15:50:00,LGR3,20210722,7/22/2021,7/22/2021 15:40,7/22/2021 15:50,0.002531942,0.0541751,0.00831447,101.325,0.010968735,0.83547906
43,WP101_125,5.50E-06,0.460514368,0.362579362,0.999531988,210722,JG/WA/TM,Ridge,WP101,PIST,125,6,22.2,22.4,35,,155400,160400,155400,160400,15:54:00,16:04:00,LGR3,20210722,7/22/2021,7/22/2021 15:54,7/22/2021 16:04,0.002531942,0.0541751,0.00831447,101.325,0.010597775,0.887909681
44,WP101_200,8.65E-06,0.30377176,0.508599445,0.8852485,210722,JG/WA/TM,Ridge,WP101,PIST,200,6,22.2,22,33,,160800,161800,160800,161800,16:08:00,16:18:00,LGR3,20210722,7/22/2021,7/22/2021 16:08,7/22/2021 16:18,0.002531942,0.0541751,0.00831447,101.325,0.01670556,0.586491172
45,WP102_50,3.65E-06,0.135057876,0.199620151,0.850527607,210722,JG/WA/TM,Ridge,WP102,PIST,50,6,22.1,21.8,24,,163300,164300,163300,164300,16:33:00,16:43:00,LGR3,20210722,7/22/2021,7/22/2021 16:33,7/22/2021 16:43,0.002531942,0.0541751,0.00831447,101.325,0.007046412,0.260932715
46,WP102_125,3.97E-06,0.208341092,0.283846508,0.973459965,210722,JG/WA/TM,Ridge,WP102,PIST,125,6,22,21.7,23.5,,164400,165400,164400,165400,16:44:00,16:54:00,LGR3,20210722,7/22/2021,7/22/2021 16:44,7/22/2021 16:54,0.002531942,0.0541751,0.00831447,101.325,0.007680409,0.402652962
47,WP102_200,3.31E-06,0.325500989,0.268546506,0.998937196,210722,JG/WA/TM,Ridge,WP102,PIST,200,6,22,21.6,22.5,,170300,171300,170300,171300,17:03:00,17:13:00,LGR3,20210722,7/22/2021,7/22/2021 17:03,7/22/2021 17:13,0.002531942,0.0541751,0.00831447,101.325,0.006403143,0.629297008
48,WP103_50,6.70E-06,0.328433045,0.556790471,0.987818618,210722,JG/WA/TM,Ridge,WP103,PIST,50,6,21.5,21.5,50,,172300,173300,172300,173300,17:23:00,17:33:00,LGR3,20210722,7/22/2021,7/22/2021 17:23,7/22/2021 17:33,0.002531942,0.0541751,0.00831447,101.325,0.012959536,0.635181214
49,WP103_125,8.85E-06,0.458654876,0.744765741,0.984660656,210722,JG/WA/TM,Ridge,WP103,PIST,125,6,21.5,22.1,46,,173800,174800,173800,174800,17:38:00,17:48:00,LGR3,20210722,7/22/2021,7/22/2021 17:38,7/22/2021 17:48,0.002531942,0.0541751,0.00831447,101.325,0.017071565,0.885223435
50,WP103_200,1.85E-05,0.701377316,0.362883811,0.997240261,210722,JG/WA/TM,Ridge,WP103,PIST,200,6,21.5,22.1,44,,175100,,175100,175300,17:51:00,17:53:00,LGR3,20210722,7/22/2021,7/22/2021 17:51,7/22/2021 17:53,0.002531942,0.0541751,0.00831447,101.325,0.035649988,1.353688078
51,RO101_50,0.000107406,0.850396831,0.978367933,0.999756556,210723,JG/WA/TM,Ridge,RO101,QURU,50,6,19.7,20.2,48,,90000,90500,90000,90500,9:00:00,9:05:00,LGR3,20210723,7/23/2021,7/23/2021 9:00,7/23/2021 9:05,0.002531942,0.0541751,0.00831447,101.325,0.208640986,1.651938081
52,RO101_125,7.93E-05,1.086796905,0.969142334,0.999407347,210723,JG/WA/TM,Ridge,RO101,QURU,125,6,20,20.5,42,,90630,91130,90630,91130,9:06:30,9:11:30,LGR3,20210723,7/23/2021,7/23/2021 9:06,7/23/2021 9:11,0.002531942,0.0541751,0.00831447,101.325,0.153840476,2.108999054
53,RO101_200,6.22E-05,1.148230419,0.962246709,0.999293227,210723,JG/WA/TM,Ridge,RO101,QURU,200,6,20.2,20.8,39,,91300,91800,91300,91800,9:13:00,9:18:00,LGR3,20210723,7/23/2021,7/23/2021 9:13,7/23/2021 9:18,0.002531942,0.0541751,0.00831447,101.325,0.120558005,2.22593949
54,H103_50,8.66E-05,0.45863184,0.984884646,0.999885912,210723,JG/WA/TM,Ridge,H103,TSCA,50,6,19.3,20.2,77.5,,92800,93300,92800,93300,9:28:00,9:33:00,LGR3,20210723,7/23/2021,7/23/2021 9:28,7/23/2021 9:33,0.002531942,0.0541751,0.00831447,101.325,0.168216278,0.890915129
55,H103_125,8.49E-06,0.08037224,0.008162846,0.034127029,210723,JG/WA/TM,Ridge,H103,TSCA,125,6,19.5,20.2,76.5,,93400,94300,93400,94300,9:34:00,9:43:00,LGR3,20210723,7/23/2021,7/23/2021 9:34,7/23/2021 9:43,0.002531942,0.0541751,0.00831447,101.325,0.016496548,0.156127068
56,H101_50,3.12E-05,0.943821982,0.940712044,0.993446295,210723,JG/WA/TM,Ridge,H101,TSCA,50,3,20.8,21.6,26,,102300,103200,102300,103200,10:23:00,10:32:00,LGR3,20210723,7/23/2021,7/23/2021 10:23,7/23/2021 10:32,0.000981942,0.0272544,0.00831447,101.325,0.046453034,1.406658456
57,H101_125,3.29E-05,0.75307199,0.952197946,0.998277009,210723,JG/WA/TM,Ridge,H101,TSCA,125,3,20.7,21.6,23.5,,103300,104200,103300,104200,10:33:00,10:42:00,LGR3,20210723,7/23/2021,7/23/2021 10:33,7/23/2021 10:42,0.000981942,0.0272544,0.00831447,101.325,0.049044778,1.122367463
58,H101_200,3.75E-05,0.757693955,0.912129801,0.999515376,210723,JG/WA/TM,Ridge,H101,TSCA,200,3,20.8,21.6,23,,104300,104800,104300,104800,10:43:00,10:48:00,LGR3,20210723,7/23/2021,7/23/2021 10:43,7/23/2021 10:48,0.000981942,0.0272544,0.00831447,101.325,0.055858347,1.129255971
59,Bowser dead red oak_50,1.81E-05,3.82438156,0.892346363,0.994604749,210723,JG/WA/TM,Ridge,BOWSER,QURU,50,6,21.3,22.1,52.5,,110200,111200,110200,111200,11:02:00,11:12:00,LGR3,20210723,7/23/2021,7/23/2021 11:02,7/23/2021 11:12,0.002531942,0.0541751,0.00831447,101.325,0.034857863,7.381219214
60,Bowser dead red oak_125,2.17E-05,1.626409362,0.757292066,0.999241224,210723,JG/WA/TM,Ridge,BOWSER,QURU,125,6,22.4,22.1,45,,111800,112800,111800,112800,11:18:00,11:28:00,LGR3,20210723,7/23/2021,7/23/2021 11:18,7/23/2021 11:28,0.002531942,0.0541751,0.00831447,101.325,0.041833195,3.139039305
61,Bowser dead red oak_200,1.65E-05,3.35021621,0.924891499,0.999668588,210723,JG/WA/TM,Ridge,BOWSER,QURU,200,6,22.9,22.1,44.5,,113000,114000,113000,114000,11:30:00,11:40:00,LGR3,20210723,7/23/2021,7/23/2021 11:30,7/23/2021 11:40,0.002531942,0.0541751,0.00831447,101.325,0.031779966,6.466059905
62,RO102_50,1.35E-05,1.377782244,0.896607387,0.999856682,210723,JG/WA/TM,Ridge,RO102,QURU,50,6,21.4,21,59,,115600,120600,115600,120600,11:56:00,12:06:00,LGR3,20210723,7/23/2021,7/23/2021 11:56,7/23/2021 12:06,0.002531942,0.0541751,0.00831447,101.325,0.026184117,2.669127691
63,RO102_125,1.91E-05,1.125385372,0.906619409,0.999472174,210723,JG/WA/TM,Ridge,RO102,QURU,125,6,21.6,22.5,49.5,,120900,121900,120900,121900,12:09:00,12:19:00,LGR3,20210723,7/23/2021,7/23/2021 12:09,7/23/2021 12:19,0.002531942,0.0541751,0.00831447,101.325,0.036856932,2.169101518
64,RO102_200,2.69E-05,1.153992052,0.456359262,0.999700883,210723,JG/WA/TM,Ridge,RO102,QURU,200,6,21.2,22.3,47,,122100,,122100,122300,12:21:00,12:23:00,LGR3,20210723,7/23/2021,7/23/2021 12:21,7/23/2021 12:23,0.002531942,0.0541751,0.00831447,101.325,0.051912428,2.225745317
65,RM105_50,2.05E-06,0.719572909,0.151198586,0.999669526,210723,JG/WA/TM,Ridge,RM105,QURU,50,6,21.7,23.3,49,,133700,134700,133700,134700,13:37:00,13:47:00,LGR3,20210723,7/23/2021,7/23/2021 13:37,7/23/2021 13:47,0.002531942,0.0541751,0.00831447,101.325,0.003934554,1.383181751
66,RM105_125,1.06E-05,0.779404924,0.724302378,0.998875425,210723,JG/WA/TM,Ridge,RM105,QURU,125,6,22.8,23.9,42.5,,135000,140000,135000,140000,13:50:00,14:00:00,LGR3,20210723,7/23/2021,7/23/2021 13:50,7/23/2021 14:00,0.002531942,0.0541751,0.00831447,101.325,0.020410194,1.495164735
67,RM105_200,1.07E-05,0.515828639,0.772046011,0.995405092,210723,JG/WA/TM,Ridge,RM105,QURU,200,6,22.2,23.4,41,,140200,141200,140200,141200,14:02:00,14:12:00,LGR3,20210723,7/23/2021,7/23/2021 14:02,7/23/2021 14:12,0.002531942,0.0541751,0.00831447,101.325,0.020655122,0.991204691
68,H104_125,6.31E-05,0.566769568,0.956250597,0.998748759,210723,JG/WA/TM,Ridge,H104,TSCA,125,3,23,23.5,24,,143100,143600,143100,143600,14:31:00,14:36:00,LGR3,20210723,7/23/2021,7/23/2021 14:31,7/23/2021 14:36,0.000981942,0.0272544,0.00831447,101.325,0.093446185,0.839292113
69,H104_50,5.40E-05,0.484432348,0.734770392,0.999132691,210723,JG/WA/TM,Ridge,H104,TSCA,50,3,21.9,23.4,25,,143700,,143700,143900,14:37:00,14:39:00,LGR3,20210723,7/23/2021,7/23/2021 14:37,7/23/2021 14:39,0.000981942,0.0272544,0.00831447,101.325,0.080016533,0.717606315
70,H104_200,2.26E-05,0.366393801,0.511383034,0.713879072,210723,JG/WA/TM,Ridge,H104,TSCA,200,3,23.2,23.8,22.5,,145300,150300,145300,150300,14:53:00,15:03:00,LGR3,20210723,7/23/2021,7/23/2021 14:53,7/23/2021 15:03,0.000981942,0.0272544,0.00831447,101.325,0.033465728,0.54202028
71,H102_50,4.21E-05,0.975172869,0.947518218,0.997029848,210723,JG/WA/TM,Ridge,H102,TSCA,50,3,22.6,24,32,,150730,151500,150730,151500,15:07:30,15:15:00,LGR3,20210723,7/23/2021,7/23/2021 15:07,7/23/2021 15:15,0.000981942,0.0272544,0.00831447,101.325,0.062278889,1.441638847
72,H102_125,3.92E-05,0.894405268,0.972227439,0.995370904,210723,JG/WA/TM,Ridge,H102,TSCA,125,3,24.2,24,29,,151600,152400,151600,152400,15:16:00,15:24:00,LGR3,20210723,7/23/2021,7/23/2021 15:16,7/23/2021 15:24,0.000981942,0.0272544,0.00831447,101.325,0.057950368,1.322236724
73,H102_200,2.77E-05,0.803209179,0.951481517,0.997549937,210723,JG/WA/TM,Ridge,H102,TSCA,200,3,24.5,23.9,28,,152500,153500,152500,153500,15:25:00,15:35:00,LGR3,20210723,7/23/2021,7/23/2021 15:25,7/23/2021 15:35,0.000981942,0.0272544,0.00831447,101.325,0.041010281,1.187817668
74,RO104_50,1.95E-05,0.543070171,0.884217145,0.888658427,210723,JG/WA/TM,Ridge,RO104,QURU,50,3,22.2,25,28.5,,155300,160300,155300,160300,15:53:00,16:03:00,LGR3,20210723,7/23/2021,7/23/2021 15:53,7/23/2021 16:03,0.000981942,0.0272544,0.00831447,101.325,0.028719247,0.800149246
75,RO104_125,1.76E-05,0.545559234,0.886361519,0.998253978,210723,JG/WA/TM,Ridge,RO104,QURU,125,3,23.1,24.5,27,,161000,162000,161000,162000,16:10:00,16:20:00,LGR3,20210723,7/23/2021,7/23/2021 16:10,7/23/2021 16:20,0.000981942,0.0272544,0.00831447,101.325,0.026000482,0.805167537
76,RO104_200,2.46E-05,0.638528615,0.579550925,0.999416725,210723,JG/WA/TM,Ridge,RO104,QURU,200,3,23.2,24.3,26.5,,162200,,162200,162400,16:22:00,16:24:00,LGR3,20210723,7/23/2021,7/23/2021 16:22,7/23/2021 16:24,0.000981942,0.0272544,0.00831447,101.325,0.036344144,0.943011027
77,RO103_50,1.35E-05,0.969002174,0.225543119,0.999895672,210723,JG/WA/TM,Ridge,RO103,QURU,50,6,21,22.4,38,,164945,,164945,165145,16:49:45,16:51:45,LGR3,20210723,7/23/2021,7/23/2021 16:49,7/23/2021 16:51,0.002531942,0.0541751,0.00831447,101.325,0.026076058,1.868316107
78,RO103_125,2.98E-05,0.844848609,0.485680004,0.999702239,210723,JG/WA/TM,Ridge,RO103,QURU,125,6,21.6,22.4,35,,170500,,170500,170700,17:05:00,17:07:00,LGR3,20210723,7/23/2021,7/23/2021 17:05,7/23/2021 17:07,0.002531942,0.0541751,0.00831447,101.325,0.057550747,1.628937794
79,RO103_200,1.29E-05,0.595425993,0.237133731,0.994732263,210723,JG/WA/TM,Ridge,RO103,QURU,200,6,21.8,22.4,34,,171700,,171700,171900,17:17:00,17:19:00,LGR3,20210723,7/23/2021,7/23/2021 17:17,7/23/2021 17:19,0.002531942,0.0541751,0.00831447,101.325,0.024943122,1.148030422
