Date,Researcher Initials,Analyzer,Tree Tag,Species Code,Species,DBH (cm),Air Temp (°F),Soil Temp (°C),Stem Temp (°C),VWC 1 (%),VWC 2 (%),VWC 3 (%),Chamber ID,Flux Start (System) Time,Flux Start (Real) Time,Flux End (System) Time,Bark Missing,Visible fungus,Wounding/Holes,Moss/Lichen Cover,Water Table Above Ground,Species Specific Infections/Pests,Bole Damage (1-3),Notes,date_parts,month,day,year,date_clean,start_time_raw,start_time_clean,datetime_start,end_time_raw,end_time_clean,datetime_end,obs_length_seconds,UniqueID,air_temp_F,air_temp_C,stem_temp_C,vwc_1_raw,vwc_2_raw,vwc_3_raw,vwc_1,vwc_2,vwc_3,vwc_mean,analyzer_clean,chamber_series,surface_area_cm2,chamber_volume_cm3,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,total_system_volume_cm3,total_system_volume_L,start.time,Area,Vtot,Tcham,Pcham,obs.length
6/12/23,"NW, LG, PK, JG",LGR3,4190,BEAL,yellow birch,27.8,74.1,12.4,22,35.3,NA,NA,D8,16:00:00,NA,16:10:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,12,2023,2023-06-12,16:00:00,16:00:00,2023-06-12T16:00:00Z,16:10:30,16:10:30,2023-06-12T16:10:30Z,630,20230612_4190_160000,74.1,23.388888888888886,22,35.3,NA,NA,35.3,NA,NA,35.3,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-12T16:00:00Z,462.19,2.388644,23.388888888888886,101.325,630
6/12/23,"NW, LG, PK, JG",LGR3,4797,BEAL,yellow birch,33,75,12.6,21.5,11.7,NA,NA,D8,16:16:00,NA,16:26:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,12,2023,2023-06-12,16:16:00,16:16:00,2023-06-12T16:16:00Z,16:26:00,16:26:00,2023-06-12T16:26:00Z,600,20230612_4797_161600,75,23.88888888888889,21.5,11.7,NA,NA,11.7,NA,NA,11.7,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-12T16:16:00Z,462.19,2.388644,23.88888888888889,101.325,600
6/12/23,"NW, LG, PK, JG",LGR3,untagged,FRAM,white ash,30,NA,13,22.9,NA,NA,NA,D8,16:44:00,NA,16:51:28,NA,NA,NA,NA,NA,NA,NA,NA,,6,12,2023,2023-06-12,16:44:00,16:44:00,2023-06-12T16:44:00Z,16:51:28,16:51:28,2023-06-12T16:51:28Z,448,20230612_untagged_164400,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-12T16:44:00Z,462.19,2.388644,22.9,101.325,448
6/12/23,"NW, LG, PK, JG",LGR3,untagged,TSCA,hemlock,26,78.4,14.1,22.6,14.9,NA,NA,C4,16:58:13,NA,17:03:17,NA,NA,NA,NA,NA,NA,NA,NA,,6,12,2023,2023-06-12,16:58:13,16:58:13,2023-06-12T16:58:13Z,17:03:17,17:03:17,2023-06-12T17:03:17Z,304,20230612_untagged_165813,78.4,25.777777777777782,22.6,14.9,NA,NA,14.9,NA,NA,14.9,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-12T16:58:13Z,213.35,1.2626016666666666,25.777777777777782,101.325,304
6/14/23,"LG, PK",LGR3,1051,TSCA,hemlock,14.2,68.8,13.7,18.8,16,NA,NA,C3,11:37:30,11:15:00,11:46:35,NA,NA,NA,NA,NA,NA,NA,NA,,6,14,2023,2023-06-14,11:37:30,11:37:30,2023-06-14T11:37:30Z,11:46:35,11:46:35,2023-06-14T11:46:35Z,545,20230614_1051_113730,68.8,20.444444444444443,18.8,16,NA,NA,16,NA,NA,16,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-14T11:37:30Z,213.35,1.2626016666666666,20.444444444444443,101.325,545
6/14/23,LG NW PK,LGR3,1106,TSCA,hemlock,32.4,73.3,14.3,21.4,6.5,4.4,12.7,D8,12:04:36,11:42:00,12:14:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,14,2023,2023-06-14,12:04:36,12:04:36,2023-06-14T12:04:36Z,12:14:30,12:14:30,2023-06-14T12:14:30Z,594,20230614_1106_120436,73.3,22.944444444444443,21.4,6.5,4.4,12.7,6.5,4.4,12.7,7.866666666666667,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-14T12:04:36Z,462.19,2.388644,22.944444444444443,101.325,594
6/14/23,LG NW PK,LGR3,1028,TSCA,hemlock,39.7,76.7,13.7,22.1,13.8,10,16.8,D8,12:20:53,NA,12:30:19,NA,NA,NA,NA,NA,NA,NA,NA,,6,14,2023,2023-06-14,12:20:53,12:20:53,2023-06-14T12:20:53Z,12:30:19,12:30:19,2023-06-14T12:30:19Z,566,20230614_1028_122053,76.7,24.833333333333332,22.1,13.8,10,16.8,13.8,10,16.8,13.533333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-14T12:20:53Z,462.19,2.388644,24.833333333333332,101.325,566
6/15/23,LG NW,LGR3,1637,ACRU,red maple,38.4,63.1,13.3,15.8,47.6,3.6,12.1,D8,10:55:30,10:33:30,11:05:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,10:55:30,10:55:30,2023-06-15T10:55:30Z,11:05:30,11:05:30,2023-06-15T11:05:30Z,600,20230615_1637_105530,63.1,17.27777777777778,15.8,47.6,3.6,12.1,47.6,3.6,12.1,21.1,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T10:55:30Z,462.19,2.388644,17.27777777777778,101.325,600
6/15/23,LG NW,LGR3,4103,FRAM,white ash,33.2,66.2,14.7,16.2,26,36.2,15.1,D8,11:42:00,11:20:00,11:52:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,11:42:00,11:42:00,2023-06-15T11:42:00Z,11:52:00,11:52:00,2023-06-15T11:52:00Z,600,20230615_4103_114200,66.2,19,16.2,26,36.2,15.1,26,36.2,15.1,25.766666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T11:42:00Z,462.19,2.388644,19,101.325,600
6/15/23,LG NW,LGR3,4181,BEAL,yellow birch,26.7,62.9,15.4,16,40.9,36.8,36.7,D8,11:58:15,NA,12:08:15,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,11:58:15,11:58:15,2023-06-15T11:58:15Z,12:08:15,12:08:15,2023-06-15T12:08:15Z,600,20230615_4181_115815,62.9,17.166666666666668,16,40.9,36.8,36.7,40.9,36.8,36.7,38.13333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T11:58:15Z,462.19,2.388644,17.166666666666668,101.325,600
6/15/23,LG NW,LGR3,4295,ACRU,red maple,35.3,65,13.7,17.3,9.5,9.9,21,D8,12:25:15,NA,21:31:15,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,12:25:15,12:25:15,2023-06-15T12:25:15Z,21:31:15,12:35:15,2023-06-15T12:35:15Z,600,20230615_4295_122515,65,18.333333333333332,17.3,9.5,9.9,21,9.5,9.9,21,13.466666666666667,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T12:25:15Z,462.19,2.388644,18.333333333333332,101.325,600
6/15/23,LG NW,LGR3,1885,ACRU,red maple,36.3,66.3,12.5,16.7,4.2,29.1,45.9,D8,13:00:30,NA,13:10:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,13:00:30,13:00:30,2023-06-15T13:00:30Z,13:10:30,13:10:30,2023-06-15T13:10:30Z,600,20230615_1885_130030,66.3,19.055555555555557,16.7,4.2,29.1,45.9,4.2,29.1,45.9,26.400000000000002,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T13:00:30Z,462.19,2.388644,19.055555555555557,101.325,600
6/15/23,LG NW,LGR3,5086,ACRU,red maple,42.5,66.7,12.9,16.9,28.1,21.6,24.1,D8,13:25:45,NA,13:35:45,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,13:25:45,13:25:45,2023-06-15T13:25:45Z,13:35:45,13:35:45,2023-06-15T13:35:45Z,600,20230615_5086_132545,66.7,19.27777777777778,16.9,28.1,21.6,24.1,28.1,21.6,24.1,24.600000000000005,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T13:25:45Z,462.19,2.388644,19.27777777777778,101.325,600
6/15/23,LG NW,LGR3,5078,BEAL,yellow birch,37.3,70,12.5,17.7,20.5,24.5,24.3,D8,14:57:00,14:35:00,15:07:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,14:57:00,14:57:00,2023-06-15T14:57:00Z,15:07:00,15:07:00,2023-06-15T15:07:00Z,600,20230615_5078_145700,70,21.11111111111111,17.7,20.5,24.5,24.3,20.5,24.5,24.3,23.099999999999998,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T14:57:00Z,462.19,2.388644,21.11111111111111,101.325,600
6/15/23,LG NW,LGR3,5092,BELE,black birch,36,69.2,13.4,17.8,26.6,15.8,19.7,D8,15:28:45,NA,15:38:45,NA,NA,NA,NA,NA,NA,NA,NA,,6,15,2023,2023-06-15,15:28:45,15:28:45,2023-06-15T15:28:45Z,15:38:45,15:38:45,2023-06-15T15:38:45Z,600,20230615_5092_152845,69.2,20.666666666666668,17.8,26.6,15.8,19.7,26.6,15.8,19.7,20.700000000000003,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T15:28:45Z,462.19,2.388644,20.666666666666668,101.325,600
6/15/23,LG NW,LGR3,5091,TSCA,hemlock (dead),30,70.4,13.7,19,28.9,31.6,25.9,D8,15:51:30,NA,16:01:30,NA,NA,NA,NA,NA,NA,NA,dead,,6,15,2023,2023-06-15,15:51:30,15:51:30,2023-06-15T15:51:30Z,16:01:30,16:01:30,2023-06-15T16:01:30Z,600,20230615_5091_155130,70.4,21.333333333333336,19,28.9,31.6,25.9,28.9,31.6,25.9,28.8,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T15:51:30Z,462.19,2.388644,21.333333333333336,101.325,600
6/15/23,LG NW,LGR3,5099,BELE,black birch (dead),35.5,72.2,14,20,25.3,15.5,14.4,D8,16:07:00,NA,16:17:00,NA,NA,NA,NA,NA,NA,NA,dead,,6,15,2023,2023-06-15,16:07:00,16:07:00,2023-06-15T16:07:00Z,16:17:00,16:17:00,2023-06-15T16:17:00Z,600,20230615_5099_160700,72.2,22.333333333333332,20,25.3,15.5,14.4,25.3,15.5,14.4,18.4,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-15T16:07:00Z,462.19,2.388644,22.333333333333332,101.325,600
6/16/23,NW PK,LGR3,4246,PIST,white pine,60.9,70.3,13.1,19.6,9.6,8.4,11.9,D8,09:47:45,NA,09:57:45,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,09:47:45,09:47:45,2023-06-16T09:47:45Z,09:57:45,09:57:45,2023-06-16T09:57:45Z,600,20230616_4246_094745,70.3,21.27777777777778,19.6,9.6,8.4,11.9,9.6,8.4,11.9,9.966666666666667,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T09:47:45Z,462.19,2.388644,21.27777777777778,101.325,600
6/16/23,NW PK,LGR3,6393,QURU,red oak,39.2,72.5,13.1,17.8,13.6,11.1,9.8,D8,10:04:00,NA,10:14:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,10:04:00,10:04:00,2023-06-16T10:04:00Z,10:14:00,10:14:00,2023-06-16T10:14:00Z,600,20230616_6393_100400,72.5,22.5,17.8,13.6,11.1,9.8,13.6,11.1,9.8,11.5,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T10:04:00Z,462.19,2.388644,22.5,101.325,600
6/16/23,NW PK,LGR3,3589,QURU,red oak,47.8,70.8,13.2,18.5,13.6,10,12.8,D8,10:22:30,NA,10:32:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,10:22:30,10:22:30,2023-06-16T10:22:30Z,10:32:30,10:32:30,2023-06-16T10:32:30Z,600,20230616_3589_102230,70.8,21.555555555555557,18.5,13.6,10,12.8,13.6,10,12.8,12.133333333333335,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T10:22:30Z,462.19,2.388644,21.555555555555557,101.325,600
6/16/23,NW PK,LGR3,1133,ACRU,red maple,31,71.1,13,19.3,18.2,16.1,15.2,D8,10:46:45,10:24:45,10:56:45,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,10:46:45,10:46:45,2023-06-16T10:46:45Z,10:56:45,10:56:45,2023-06-16T10:56:45Z,600,20230616_1133_104645,71.1,21.722222222222218,19.3,18.2,16.1,15.2,18.2,16.1,15.2,16.5,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T10:46:45Z,462.19,2.388644,21.722222222222218,101.325,600
6/16/23,NW PK,LGR3,3564,QURU,red oak,53.3,70.2,13.9,19.5,16.8,16.1,14.7,D8,11:08:15,NA,11:18:15,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,11:08:15,11:08:15,2023-06-16T11:08:15Z,11:18:15,11:18:15,2023-06-16T11:18:15Z,600,20230616_3564_110815,70.2,21.22222222222222,19.5,16.8,16.1,14.7,16.8,16.1,14.7,15.866666666666669,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T11:08:15Z,462.19,2.388644,21.22222222222222,101.325,600
6/16/23,NW PK,LGR3,1134,QURU,red oak,43.71,70.1,13.7,19.4,19.3,26.8,19.6,D8,11:29:45,NA,11:39:45,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,11:29:45,11:29:45,2023-06-16T11:29:45Z,11:39:45,11:39:45,2023-06-16T11:39:45Z,600,20230616_1134_112945,70.1,21.166666666666664,19.4,19.3,26.8,19.6,19.3,26.8,19.6,21.900000000000002,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T11:29:45Z,462.19,2.388644,21.166666666666664,101.325,600
6/16/23,NW PK,LGR3,3533,QURU,red oak,41,74,13.2,19.4,6.6,8,10.9,D8,11:51:00,NA,12:01:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,11:51:00,11:51:00,2023-06-16T11:51:00Z,12:01:00,12:01:00,2023-06-16T12:01:00Z,600,20230616_3533_115100,74,23.333333333333332,19.4,6.6,8,10.9,6.6,8,10.9,8.5,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T11:51:00Z,462.19,2.388644,23.333333333333332,101.325,600
6/16/23,NW PK,LGR3,3359,BELE,black birch,30.3,74.5,13.6,19.5,8.2,6.6,5.7,D8,12:12:00,NA,12:22:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,12:12:00,12:12:00,2023-06-16T12:12:00Z,12:22:00,12:22:00,2023-06-16T12:22:00Z,600,20230616_3359_121200,74.5,23.61111111111111,19.5,8.2,6.6,5.7,8.2,6.6,5.7,6.833333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T12:12:00Z,462.19,2.388644,23.61111111111111,101.325,600
6/16/23,NW PK,LGR3,3354,PIST,white pine,61.5,74.2,13.9,20.8,16.9,11.5,12.6,D8,13:44:00,NA,13:54:00,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,13:44:00,13:44:00,2023-06-16T13:44:00Z,13:54:00,13:54:00,2023-06-16T13:54:00Z,600,20230616_3354_134400,74.2,23.444444444444443,20.8,16.9,11.5,12.6,16.9,11.5,12.6,13.666666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T13:44:00Z,462.19,2.388644,23.444444444444443,101.325,600
6/16/23,NW PK,LGR3,4774,BELE,black birch,37.3,76.9,13.9,21,11.2,8.1,7.2,D8,14:15:45,NA,14:28:15,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,14:15:45,14:15:45,2023-06-16T14:15:45Z,14:28:15,14:28:15,2023-06-16T14:28:15Z,750,20230616_4774_141545,76.9,24.944444444444446,21,11.2,8.1,7.2,11.2,8.1,7.2,8.833333333333332,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T14:15:45Z,462.19,2.388644,24.944444444444446,101.325,750
6/16/23,NW PK,LGR3,6371,ACRU,red maple,44.4,76.6,13.6,21.4,13.7,11.8,8.3,D8,15:05:30,NA,15:15:30,NA,NA,NA,NA,NA,NA,NA,NA,,6,16,2023,2023-06-16,15:05:30,15:05:30,2023-06-16T15:05:30Z,15:15:30,15:15:30,2023-06-16T15:15:30Z,600,20230616_6371_150530,76.6,24.777777777777775,21.4,13.7,11.8,8.3,13.7,11.8,8.3,11.266666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-16T15:05:30Z,462.19,2.388644,24.777777777777775,101.325,600
6/21/23,NW PK JG,LGR3,3114,QURU,red oak,40.7,61.4,13.2,15.7,23.3,14.4,20.3,D8,10:03:45,9:42:00,10:06:45,1,1,1,1,NA,NA,NA,NA,,6,21,2023,2023-06-21,10:03:45,10:03:45,2023-06-21T10:03:45Z,10:06:45,10:06:45,2023-06-21T10:06:45Z,180,20230621_3114_100345,61.4,16.333333333333332,15.7,23.3,14.4,20.3,23.3,14.4,20.3,19.333333333333332,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-21T10:03:45Z,462.19,2.388644,16.333333333333332,101.325,180
6/21/23,NW PK JG,LGR3,3096,QURU,red oak,45.7,66.4,13.5,14.4,14.7,20.2,16.8,D8,10:10:00,NA,10:13:00,1,1,1,1,NA,NA,NA,NA,,6,21,2023,2023-06-21,10:10:00,10:10:00,2023-06-21T10:10:00Z,10:13:00,10:13:00,2023-06-21T10:13:00Z,180,20230621_3096_101000,66.4,19.111111111111114,14.4,14.7,20.2,16.8,14.7,20.2,16.8,17.233333333333334,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-21T10:10:00Z,462.19,2.388644,19.111111111111114,101.325,180
6/21/23,NW PK JG,LGR3,3106,QURU,red oak,34.5,61.1,13,15.9,19.1,16.9,15.6,D8,10:20:00,NA,19:00:00,3,3,1,2,NA,NA,NA,NA,,6,21,2023,2023-06-21,10:20:00,10:20:00,2023-06-21T10:20:00Z,19:00:00,19:00:00,2023-06-21T19:00:00Z,31200,20230621_3106_102000,61.1,16.166666666666668,15.9,19.1,16.9,15.6,19.1,16.9,15.6,17.2,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-21T10:20:00Z,462.19,2.388644,16.166666666666668,101.325,31200
6/21/23,NW PK JG,LGR3,3104,QURU,red oak,48.1,64.1,13.2,15.7,20.9,20.1,17.7,D8,10:28:30,NA,10:31:30,2,2,1,2,NA,NA,NA,NA,,6,21,2023,2023-06-21,10:28:30,10:28:30,2023-06-21T10:28:30Z,10:31:30,10:31:30,2023-06-21T10:31:30Z,180,20230621_3104_102830,64.1,17.83333333333333,15.7,20.9,20.1,17.7,20.9,20.1,17.7,19.566666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-21T10:28:30Z,462.19,2.388644,17.83333333333333,101.325,180
6/21/23,NW PK JG,LGR3,3129,QURU,red oak,42.4,65.1,13.9,15.7,19.4,23.7,24.8,D8,10:40:00,NA,10:43:00,1,1,1,3,NA,NA,NA,NA,,6,21,2023,2023-06-21,10:40:00,10:40:00,2023-06-21T10:40:00Z,10:43:00,10:43:00,2023-06-21T10:43:00Z,180,20230621_3129_104000,65.1,18.388888888888886,15.7,19.4,23.7,24.8,19.4,23.7,24.8,22.63333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-21T10:40:00Z,462.19,2.388644,18.388888888888886,101.325,180
