"x","y","mean_flux_nmol","mean_flux_mg","pct_uptake","mean_moisture","n_months"
-72.1303851130037,41.9893293927629,-1.34976076111128,-1.86590927616023,100,19.389427058202,10
-72.1303851130037,41.9893528614424,-1.3518118095613,-1.86874464553753,100,19.3127348420703,10
-72.1303851130037,41.9893763301219,-1.35638622220988,-1.87506831358294,100,19.2360426263137,10
-72.1303851130037,41.9893997988014,-1.35944285980762,-1.87929380939805,100,19.159350410182,10
-72.1303851130037,41.9894232674809,-1.36225266775718,-1.88317808790753,100,19.1507116611038,10
-72.1303851130037,41.9894467361603,-1.35944285980762,-1.87929380939805,100,19.1580825449169,10
-72.1303851130037,41.9894702048398,-1.35944285980762,-1.87929380939805,100,19.1654534291051,10
-72.1303851130037,41.9894936735193,-1.3589834853427,-1.87865877013774,100,19.1728243129182,10
-72.1303851130037,41.9895171421988,-1.35847565746161,-1.87795674887493,100,19.1801951967314,10
-72.1303851130037,41.9895406108783,-1.35659605179591,-1.87535838200267,100,19.1875660805445,10
-72.1303851130037,41.9895640795578,-1.35659605179591,-1.87535838200267,100,19.1949369647327,10
-72.1303851130037,41.9895875482373,-1.34293184984975,-1.85646898923229,100,19.6277546817278,10
-72.1303851130037,41.9896110169168,-1.33166536925366,-1.84089420645626,100,19.9712706559998,10
-72.1303851130037,41.9896344855963,-1.31961632214167,-1.82423760372864,100,20.3147866300842,10
-72.1303851130037,41.9896579542758,-1.3276231166814,-1.83530619650036,100,20.0939134244546,10
-72.1303851130037,41.9896814229553,-1.26771734011646,-1.75249245097699,100,21.1421132823105,10
-72.1303851130037,41.9897048916348,-1.23165900526865,-1.70264540888338,100,22.1903131401664,10
-72.1303851130037,41.9897283603143,-1.19542053310404,-1.65254934496302,100,23.1722270500769,10
-72.1303851130037,41.9897518289938,-1.17908172966205,-1.62996258308481,100,23.0752798848723,10
-72.1303851130037,41.9897752976733,-1.17360114770834,-1.62238622659201,100,22.9783327196677,10
-72.1303851130037,41.9897987663528,-1.18101830072569,-1.63263969892319,100,22.8813855544632,10
-72.1303851130037,41.9898222350323,-1.179720015097,-1.63084494887009,100,22.7844383892586,10
-72.1303851130037,41.9898457037118,-1.21818604516303,-1.68402038883337,100,22.3272600613906,10
-72.1303851130037,41.9898691723913,-1.2800213999442,-1.76950158328286,100,20.9131287786213,10
-72.1303851130037,41.9898926410708,-1.41798614039589,-1.96022404048327,100,18.0848662134579,10
-72.1303851130037,41.9899161097503,-1.46059853324306,-2.0191314123552,100,17.0831825956478,10
-72.1303851130037,41.9899395784298,-1.42506001356485,-1.97000296275204,100,17.5407943769629,10
-72.1303851130037,41.9899630471093,-1.42672469671209,-1.9723042207348,100,17.9984061582779,10
-72.1303851130037,41.9899865157888,-1.41639807742605,-1.95802870223377,100,18.456017939593,10
-72.1303851130037,41.9900099844683,-1.37541352154311,-1.90137165218119,100,18.9136297210955,10
-72.1303851130037,41.9900334531478,-1.33741151118591,-1.84883767306341,100,19.8288532837256,10
-72.1303851130037,41.9900569218273,-1.32490570319941,-1.83154964410286,100,20.2864650650406,10
-72.1303851130037,41.9900803905068,-1.28479492678404,-1.77610050678625,100,20.7440768465432,10
-72.1303851130037,41.9901038591863,-1.26896869367776,-1.75422232214014,100,21.2016886280458,10
-72.1303851130037,41.9901273278658,-1.23972688337559,-1.71379844357842,100,21.8240592862424,10
-72.1303851130037,41.9901507965453,-1.21260037185101,-1.67629875404684,100,22.5527038446788,10
-72.1303851130037,41.9901742652248,-1.16968186956957,-1.61696821649297,100,24.0099929615517,10
-72.1303851130037,41.9901977339043,-1.08899783003812,-1.50543060024469,100,24.7386375199881,10
-72.1303851130037,41.9902212025838,-0.978394355283156,-1.35253235674343,90,25.4672820784245,10
-72.1303851130037,41.9902446712633,-0.90675944159185,-1.25350425205657,80,26.195926636861,10
-72.1303851130037,41.9902681399427,-0.865808753233572,-1.19689402047009,90,26.8620060492417,10
-72.1303851130037,41.9902916086223,-0.840163166564153,-1.16144156145829,90,27.5110461336768,10
-72.1303851130037,41.9903150773017,-0.852026077347079,-1.1778408493246,90,28.1600862184869,10
-72.1303851130037,41.9903385459812,-0.793896063738194,-1.09748191851168,80,29.4581663877321,10
-72.1303851130037,41.9903620146607,-0.773923750033876,-1.06987219204683,90,30.1072064725422,10
-72.1303851130037,41.9903854833402,-0.963864612651719,-1.33244644052974,90,25.9127195170155,10
-72.1303851130037,41.9904089520197,-0.797418721039031,-1.10235163996436,70,28.2838465539018,10
-72.1303851130037,41.9904324206992,-0.797122870166023,-1.10194265571751,90,30.6806241340998,10
-72.1303851130037,41.9904558893787,-0.70414409309358,-0.973408794292566,90,33.0774017150478,10
-72.1303851130037,41.9904793580582,-0.430620378283583,-0.595289610939225,80,37.8259460995513,10
-72.1303851130037,41.9905028267377,-0.411836327906205,-0.569322539697538,80,38.738394154995,10
-72.1303851130037,41.9905262954172,-0.474384916232042,-0.655789708199175,80,39.1644523424902,10
-72.1303851130037,41.9905497640967,-0.4697421293257,-0.649371519579848,80,39.5905105299853,10
-72.1303851130037,41.9905732327762,-0.43065004482677,-0.595330621968527,80,37.985604139928,10
-72.1303851130037,41.9905967014557,-0.409814848980327,-0.566528047230405,80,38.2515075434277,10
-72.1303851130037,41.9906201701352,-0.414697270639567,-0.573277506932137,80,38.5174109469274,10
-72.1303851130037,41.9906436388147,-0.476914082091735,-0.659286027083614,80,39.0492177533286,10
-72.1303851130037,41.9906671074942,-0.472133116154059,-0.652676819771372,80,39.31512115623,10
-72.1303851130037,41.9906905761737,-0.4697421293257,-0.649371519579848,80,39.5810245597297,10
-72.1303851130037,41.9907140448532,-0.462794760669257,-0.639767477149182,80,39.8469279626312,10
-72.1303851130037,41.9907375135327,-0.452005895827944,-0.62485295039255,80,40.1128313661309,10
-72.1303851130037,41.9907609822122,-0.43651116238942,-0.603433030887135,80,40.3787347690323,10
-72.1303851130037,41.9907844508917,-0.431734714723284,-0.596830069633467,80,40.9105415760317,10
-72.1303851130037,41.9908079195712,-0.407357152519658,-0.563130527643176,70,41.1764449789331,10
-72.1303851130037,41.9908313882507,-0.41398275795357,-0.572289764595015,80,38.5043462823164,10
-72.1303851130037,41.9908548569302,-0.375971666490755,-0.51974323175682,70,44.5437186542671,10
-72.1303851130037,41.9908783256097,-0.410020379134858,-0.566812172116027,70,41.7153242312855,10
-72.1303851130037,41.9909017942892,-0.41443253259752,-0.572911533062811,80,38.7601158435227,10
-72.130336565823,41.9892355180449,-1.37320383264569,-1.8983169782494,100,18.9375881755418,10
-72.130336565823,41.9892589867244,-1.42190876232359,-1.96564667303613,100,18.3839229954995,10
-72.130336565823,41.9892824554039,-1.42219619739866,-1.96604402328391,100,18.1460184346471,10
-72.130336565823,41.9893059240834,-1.42550382101227,-1.97061648216736,100,17.8641218347058,10
-72.130336565823,41.9893293927629,-1.42227170887623,-1.96614841035049,100,17.5822252345771,10
-72.130336565823,41.9893528614424,-1.43332690268776,-1.98143111027556,100,17.392016919506,10
-72.130336565823,41.9893763301219,-1.43473006213355,-1.98337083789342,100,17.3153247037494,10
-72.130336565823,41.9893997988014,-1.43039340384805,-1.97737584147954,100,17.2386324876177,10
-72.130336565823,41.9894232674809,-1.43025374263081,-1.97718277381283,100,17.2404707716964,10
-72.130336565823,41.9894467361603,-1.43457410933582,-1.98315524874584,100,17.2478416558846,10
-72.130336565823,41.9894702048398,-1.43777083794037,-1.98757440636876,100,17.2552125396977,10
-72.130336565823,41.9894936735193,-1.43313568297768,-1.98116676814835,100,17.3851495921703,10
-72.130336565823,41.9895171421988,-1.41679667816821,-1.95857972789973,100,17.7286655664422,10
-72.130336565823,41.9895406108783,-1.41691008150663,-1.95873649667477,100,18.0721815405267,10
-72.130336565823,41.9895640795578,-1.41648359004791,-1.95814691488223,100,18.4156975147986,10
-72.130336565823,41.9895875482373,-1.37822727880015,-1.90526139021333,100,19.1027294629675,10
-72.130336565823,41.9896110169168,-1.34806858236605,-1.86357000826282,100,19.4462454372394,10
-72.130336565823,41.9896344855963,-1.3367486410591,-1.8479213214001,100,19.7897614113238,10
-72.130336565823,41.9896579542758,-1.33520385663505,-1.84578581141229,100,20.1332773855958,10
-72.130336565823,41.9896814229553,-1.33166536925366,-1.84089420645626,100,19.9683647842592,10
-72.130336565823,41.9897048916348,-1.34629944329415,-1.86112435040983,100,19.4952729340296,10
-72.130336565823,41.9897283603143,-1.26772552190243,-1.75250376147791,100,21.1167031403044,10
-72.130336565823,41.9897518289938,-1.23480110699987,-1.70698905031663,100,22.1649029974102,10
-72.130336565823,41.9897752976733,-1.19776243142378,-1.65578678520024,100,23.213102855266,10
-72.130336565823,41.9897987663528,-1.18776946890463,-1.64197251381376,100,23.8316554200519,10
-72.130336565823,41.9898222350323,-1.21208864242454,-1.67559133928768,100,22.4175241372826,10
-72.130336565823,41.9898457037118,-1.28158221562166,-1.77165925487539,100,21.0033928548885,10
-72.130336565823,41.9898691723913,-1.34477945889054,-1.85902312397028,100,19.5892615721192,10
-72.130336565823,41.9898926410708,-1.43039340384805,-1.97737584147954,100,17.23835272656,10
-72.130336565823,41.9899161097503,-1.41615484137312,-1.95769245271421,100,17.6959645078751,10
-72.130336565823,41.9899395784298,-1.42219619739866,-1.96604402328391,100,18.1535762891901,10
-72.130336565823,41.9899630471093,-1.40165037752556,-1.93764148189134,100,18.6111880705052,10
-72.130336565823,41.9899865157888,-1.3757890862413,-1.90189083281998,100,19.0687998518202,10
-72.130336565823,41.9900099844683,-1.34660745361986,-1.86155014388409,100,19.5264116333228,10
-72.130336565823,41.9900334531478,-1.31897735143757,-1.8233542906273,100,20.4416351959528,10
-72.130336565823,41.9900569218273,-1.2823806799125,-1.77276305191104,100,20.8992469772679,10
-72.130336565823,41.9900803905068,-1.26273122611662,-1.74559964698362,100,21.3568587587704,10
-72.130336565823,41.9901038591863,-1.24015687102787,-1.71439285850892,100,21.814470540273,10
-72.130336565823,41.9901273278658,-1.22105808030297,-1.68799069021082,100,22.272082321588,10
-72.130336565823,41.9901507965453,-1.18151874021372,-1.63333150647145,100,22.7296941029031,10
-72.130336565823,41.9901742652248,-1.1959926373388,-1.65334022185716,100,23.6449176657207,10
-72.130336565823,41.9901977339043,-1.16133310757926,-1.60542688791756,100,24.1025294470357,10
-72.130336565823,41.9902212025838,-1.08364317037039,-1.49802831872002,100,24.5601412283507,10
-72.130336565823,41.9902446712633,-1.07787844006056,-1.49005915553971,100,25.0177530096658,10
-72.130336565823,41.9902681399427,-0.97828931135284,-1.35238714401417,90,25.4753647909808,10
-72.130336565823,41.9902916086223,-0.956532332022188,-1.32231029578747,80,26.0732219089279,10
-72.130336565823,41.9903150773017,-0.871164117016093,-1.20429727536305,90,26.8018664677393,10
-72.130336565823,41.9903385459812,-0.852056731459458,-1.17788322556956,90,28.1362938305864,10
-72.130336565823,41.9903620146607,-0.797096919056786,-1.1019067809041,70,28.3878074901174,10
-72.130336565823,41.9903854833402,-0.79726351004091,-1.10213707628055,90,30.7159538839791,10
-72.130336565823,41.9904089520197,-0.755584617981549,-1.04452017589769,90,30.5181223572395,10
-72.130336565823,41.9904324206992,-0.812513793632214,-1.12321906831717,90,30.8515063972232,10
-72.130336565823,41.9904558893787,-0.797898170079973,-1.10301443031855,90,31.1848904364569,10
-72.130336565823,41.9904793580582,-0.745918793026814,-1.03115813948027,90,31.8516585156742,10
-72.130336565823,41.9905028267377,-0.717791037629978,-0.992274330419682,90,32.1850425556579,10
-72.130336565823,41.9905262954172,-0.713141703307494,-0.98584709065228,90,32.5184265948915,10
-72.130336565823,41.9905497640967,-0.71503238323803,-0.988460766588253,90,32.8518106348752,10
-72.130336565823,41.9905732327762,-0.700151464928876,-0.967889385117678,90,33.1851946748589,10
-72.130336565823,41.9905967014557,-0.680111591765464,-0.940186264456577,90,33.5185787140925,10
-72.130336565823,41.9906201701352,-0.672040011929197,-0.929028112490922,90,33.8519627540762,10
-72.130336565823,41.9906436388147,-0.669785752586653,-0.92591182437579,90,34.5187308332935,10
-72.130336565823,41.9906671074942,-0.656968718501712,-0.908193556456767,90,34.8521148725271,10
-72.130336565823,41.9906905761737,-0.629271180298116,-0.869904479644115,90,35.1854989125108,10
-72.130336565823,41.9907140448532,-0.602532739561446,-0.832941259169743,90,35.5188829517445,10
-72.130336565823,41.9907375135327,-0.593015180823863,-0.819784185970908,90,35.8522669917282,10
-72.130336565823,41.9907609822122,-0.554030824265859,-0.765892211465124,80,36.1856510309618,10
-72.130336565823,41.9907844508917,-0.514521705472054,-0.711274805644568,80,36.8524191109292,10
-72.130336565823,41.9908079195712,-0.474030574887115,-0.655299866723948,80,37.1858031501628,10
-72.130336565823,41.9908313882507,-0.554359164942821,-0.766346109616955,80,36.176635409135,10
-72.130336565823,41.9908548569302,-0.75188894741534,-1.03941128090697,90,31.7357403992509,10
-72.130336565823,41.9908783256097,-0.656225896874999,-0.907166679839999,90,34.7073739661875,10
-72.130336565823,41.9909017942892,-0.809740947528378,-1.11938588586323,90,31.0021964530791,10
-72.1302880186422,41.9892355180449,-1.41621097390861,-1.95777005033126,100,17.6771393059508,10
-72.1302880186422,41.9892589867244,-1.42666012484156,-1.97221495658097,100,17.9744111193529,10
-72.1302880186422,41.9892824554039,-1.43521224836031,-1.98403741213329,100,17.4106179190954,10
-72.1302880186422,41.9893059240834,-1.4591827360433,-2.01717421430626,100,17.1287213191541,10
-72.1302880186422,41.9893293927629,-1.46753322887746,-2.0287179356002,100,16.8468247190254,10
-72.1302880186422,41.9893528614424,-1.50426521239134,-2.07949622960979,100,16.5649281188966,10
-72.1302880186422,41.9893763301219,-1.49779092353326,-2.07054617269238,100,16.3549657424672,10
-72.1302880186422,41.9893997988014,-1.52623335634957,-2.10986499181764,100,16.2782735263355,10
-72.1302880186422,41.9894232674809,-1.52693617473928,-2.11083656795958,100,16.2853503271802,10
-72.1302880186422,41.9894467361603,-1.52191095053696,-2.1038896980223,100,16.4356050345275,10
-72.1302880186422,41.9894702048398,-1.47787003572834,-2.04300753739085,100,16.7791210086119,10
-72.1302880186422,41.9894936735193,-1.45929992962591,-2.01733622271486,100,17.1226369828839,10
-72.1302880186422,41.9895171421988,-1.42886847620064,-1.97526778149976,100,17.4661529569683,10
-72.1302880186422,41.9895406108783,-1.41762350679072,-1.9597227357875,100,17.8096689312402,10
-72.1302880186422,41.9895640795578,-1.42219619739866,-1.96604402328391,100,18.1531849053247,10
-72.1302880186422,41.9895875482373,-1.38157805130294,-1.90989349812118,100,18.840216853681,10
-72.1302880186422,41.9896110169168,-1.35635050983589,-1.87501894479713,100,19.1837328277655,10
-72.1302880186422,41.9896344855963,-1.34660745361986,-1.86155014388409,100,19.5272488020374,10
-72.1302880186422,41.9896579542758,-1.33480915734666,-1.84524017911603,100,19.8707647761218,10
-72.1302880186422,41.9896814229553,-1.32353139374245,-1.82964979870956,100,20.1989091948557,10
-72.1302880186422,41.9897048916348,-1.33814567711886,-1.84985258404912,100,19.7258173446261,10
-72.1302880186422,41.9897283603143,-1.34640340525089,-1.86126806741883,100,19.5316982828925,10
-72.1302880186422,41.9897518289938,-1.31712151244536,-1.82078877880446,100,20.5798981399983,10
-72.1302880186422,41.9897752976733,-1.24354585797499,-1.71907779406463,100,21.6280979978542,10
-72.1302880186422,41.9897987663528,-1.18329483771023,-1.63578678365062,100,22.6762978557101,10
-72.1302880186422,41.9898222350323,-1.2439321671483,-1.71961182786581,100,21.7555905340316,10
-72.1302880186422,41.9898457037118,-1.31961427424583,-1.82423477271744,100,20.3414592516374,10
-72.1302880186422,41.9898691723913,-1.37541352154311,-1.90137165218119,100,18.9273279688682,10
-72.1302880186422,41.9898926410708,-1.42506001356485,-1.97000296275204,100,17.5447436826737,10
-72.1302880186422,41.9899161097503,-1.42703266653184,-1.97272995821362,100,18.0023554639887,10
-72.1302880186422,41.9899395784298,-1.41639807742605,-1.95802870223377,100,18.4599672453037,10
-72.1302880186422,41.9899630471093,-1.37541352154311,-1.90137165218119,100,18.9175790266188,10
-72.1302880186422,41.9899865157888,-1.34956696155418,-1.8656413676525,100,19.3751908079338,10
-72.1302880186422,41.9900099844683,-1.33750415256451,-1.84896574050518,100,19.8328025894364,10
-72.1302880186422,41.9900334531478,-1.28479492678404,-1.77610050678625,100,20.7480261520664,10
-72.1302880186422,41.9900569218273,-1.26860647468704,-1.75372159060736,100,21.2056379333815,10
-72.1302880186422,41.9900803905068,-1.24276133207357,-1.7179932654585,100,21.663249714884,10
-72.1302880186422,41.9901038591863,-1.23594838167644,-1.70857504282951,100,22.1208614963866,10
-72.1302880186422,41.9901273278658,-1.20024821123748,-1.65922312721469,100,22.5784732777016,10
-72.1302880186422,41.9901507965453,-1.17609369485278,-1.62583192376448,100,23.0360850590167,10
-72.1302880186422,41.9901742652248,-1.17004737645975,-1.61747349321796,100,23.9513086218343,10
-72.1302880186422,41.9901977339043,-1.10624331328781,-1.52927075628907,100,24.4089204031493,10
-72.1302880186422,41.9902212025838,-1.08211946057452,-1.49592194229821,100,24.8665321844644,10
-72.1302880186422,41.9902446712633,-0.989798691010981,-1.36829771045358,90,25.3241439657794,10
-72.1302880186422,41.9902681399427,-0.955357448224689,-1.32068613642581,90,25.7817557470944,10
-72.1302880186422,41.9902916086223,-0.905502805778851,-1.25176707870868,80,26.239367528597,10
-72.1302880186422,41.9903150773017,-0.879036273394879,-1.21517974434108,90,26.696979309912,10
-72.1302880186422,41.9903385459812,-0.853729598150464,-1.1801957964832,90,27.8769849445677,10
-72.1302880186422,41.9903620146607,-0.846179816207014,-1.16975897792458,90,27.4083852472716,10
-72.1302880186422,41.9903854833402,-0.787440995800068,-1.08855843259401,90,27.7417692865052,10
-72.1302880186422,41.9904089520197,-0.87235632918124,-1.20594538946015,90,28.0751533264889,10
-72.1302880186422,41.9904324206992,-0.797034519750752,-1.10182052010344,70,28.4085373664726,10
-72.1302880186422,41.9904558893787,-0.798656747983519,-1.10406308841242,70,28.7419214057062,10
-72.1302880186422,41.9904793580582,-0.794925079483233,-1.09890442987762,80,29.4086894849235,10
-72.1302880186422,41.9905028267377,-0.780173313694222,-1.07851158885089,90,29.7420735249072,10
-72.1302880186422,41.9905262954172,-0.76901250883018,-1.06308289220684,90,30.0754575641409,10
-72.1302880186422,41.9905497640967,-0.772067177641866,-1.06730566637212,90,30.4088416041246,10
-72.1302880186422,41.9905732327762,-0.797288028591388,-1.10217097072474,90,30.7422256441083,10
-72.1302880186422,41.9905967014557,-0.80814955098171,-1.11718593927712,90,31.0756096833419,10
-72.1302880186422,41.9906201701352,-0.788771056523658,-1.0903971085383,90,31.4089937233256,10
-72.1302880186422,41.9906436388147,-0.730584182310351,-1.00995957362583,90,32.0757618025429,10
-72.1302880186422,41.9906671074942,-0.71389048688075,-0.986882209063949,90,32.4091458417765,10
-72.1302880186422,41.9906905761737,-0.714140750426528,-0.987228173389633,90,32.7425298817602,10
-72.1302880186422,41.9907140448532,-0.70414409309358,-0.973408794292566,90,33.0759139209938,10
-72.1302880186422,41.9907375135327,-0.672297197212024,-0.929383645425902,90,33.4092979609775,10
-72.1302880186422,41.9907609822122,-0.681176592186921,-0.9416585210392,90,33.7426820002111,10
-72.1302880186422,41.9907844508917,-0.672548880125998,-0.929731571886179,90,34.4094500801785,10
-72.1302880186422,41.9908079195712,-0.656660676972569,-0.90776771984688,90,34.7428341194122,10
-72.1302880186422,41.9908313882507,-0.631411168819522,-0.872862799776107,90,35.0762181593959,10
-72.1302880186422,41.9908548569302,-0.79647980458259,-1.10105368185497,70,28.4254764087897,10
-72.1302880186422,41.9908783256097,-0.872466377459346,-1.2060975201998,90,28.0602241709041,10
-72.1302880186422,41.9909017942892,-0.862044703769675,-1.1916905984912,90,26.9821951493749,10
-72.1302394714615,41.9892355180449,-1.47756931459528,-2.04259182049651,100,16.7855066881908,10
-72.1302394714615,41.9892589867244,-1.51243175300648,-2.09078565535616,100,16.503610088062,10
-72.1302394714615,41.9892824554039,-1.5699113813031,-2.1702454935134,100,15.939816887992,10
-72.1302394714615,41.9893059240834,-1.59727888531654,-2.20807833106158,100,15.6579202878632,10
-72.1302394714615,41.9893293927629,-1.60527602917568,-2.21913358273247,100,15.4069351654579,10
-72.1302394714615,41.9893528614424,-1.5976287680797,-2.20856200899338,100,15.6091871423804,10
-72.1302394714615,41.9893763301219,-1.59109871071857,-2.19953485769736,100,15.811439119303,10
-72.1302394714615,41.9893997988014,-1.57177311919466,-2.1728191599747,100,15.9242419786102,10
-72.1302394714615,41.9894232674809,-1.59617453569896,-2.20655167815024,100,15.6389563342713,10
-72.1302394714615,41.9894467361603,-1.57645183201681,-2.17928701258004,100,15.9105798157671,10
