Section Id,Quadrat,Sub_Quadrat,Tag,Stem_Tag,Species_Code,PX,PY,DBH,Status,POM,Codes,Notes,Secondary,Latitude,Longitude
,308,b,1696,,PIST,166.4,79.6,5.6,,,,,FALSE,41.9896561,-72.12876997
,207,a,2291,,PIST,148.3,46.6,5.6,LI,1.3,M,,FALSE,41.98939211,-72.12905499
,207,a,2476,,PIST,146.6,43.4,5.6,LI,,,,FALSE,41.98936642,-72.12908197
,308,c,2612,,PIST,174.6,77.6,5.6,LI,,M,,FALSE,41.98962558,-72.12867646
,308,a,2620,,BELE,162.8,61.3,5.6,LI,,,,FALSE,41.98949965,-72.12885132
,308,c,2748,,PIST,174.8,75.9,5.6,LI,,M,,FALSE,41.98961022,-72.12867765
,308,a,2968,,BELE,169,67.1,5.6,LI,,,,FALSE,41.98954134,-72.12876526
,308,d,4941,,PIST,178.5,66.1,5.6,LI,1.3,M,,FALSE,41.98951764,-72.12865416
,309,a,5113,,PIST,182.7,65.2,5.6,LI,,M,,FALSE,41.98950311,-72.128606
,309,a,5306,,PIST,181.5,67.4,5.6,LI,,M,,FALSE,41.98952447,-72.12861568
,309,a,5465,,PIST,186.7,66,5.6,LI,1.3,M,,FALSE,41.98950395,-72.12855666
,901,b,6366,,TSCA,23.2,197.5,5.6,LI,,M,,FALSE,41.99092394,-72.13022858
,107,d,7409,,BELE,154.4,28.9,5.6,LI,1.3,M,,TRUE,41.98922582,-72.1290195
,107,c,9155,,BELE,159.3,39.9,5.6,LI,1.3,M,,FALSE,41.98931559,-72.12893799
,308,a,1694,,PIST,168.8,69.1,5.5,LI,,,,FALSE,41.98955936,-72.12876344
,308,d,1823,,PIST,175.5,61.9,5.5,LI,,,,FALSE,41.98948513,-72.12869873
,205,c,1978,,TSCA,114.6,54.4,5.5,LI,,,,FALSE,41.98951382,-72.12944016
,308,c,2150,,PIST,176.2,72.3,5.5,LI,,,,FALSE,41.98957615,-72.12866853
,6,b,3817,,PIST,129.7,18,5.5,,,,,FALSE,41.98916786,-72.12933672
,308,d,4333,,PIST,179.7,66.9,5.5,LI,1.3,M,,TRUE,41.98952285,-72.12863818
,804,c,5857,,KALA,99.5,176.6,5.5,LI,,M,,TRUE,41.99061968,-72.12936331
,309,d,5970,,PIST,190.4,66.2,5.5,LI,1.3,M,,FALSE,41.98949994,-72.12851215
,903,c,6428,,KALA,78.2,199.8,5.5,LI,1.3,M,,FALSE,41.99085842,-72.12956837
,903,c,7223,,KALA,71.5,198.9,5.5,LI,1.3,M,,FALSE,41.99086091,-72.12965009
,107,d,9980,,BELE,157.5,26.5,5.5,LI,1.3,M,,FALSE,41.98919972,-72.1289876
,308,d,1820,,PIST,174.7,63.8,5.4,LI,,,,FALSE,41.98950321,-72.12870427
,207,a,2052,,PIST,147.9,45.8,5.4,LI,,,,FALSE,41.98938565,-72.12906143
,206,d,2224,,TSCA,138.6,44,5.4,LI,,,,FALSE,41.98938423,-72.12917603
,6,a,3790,,BELE,122.7,2.8,5.4,LI,,,,FALSE,41.98904417,-72.12945207
,308,d,4052,,PIST,178.3,65.9,5.4,LI,1.3,M,,FALSE,41.98951618,-72.12865696
,308,a,4360,,PIST,166.6,62.3,5.4,LI,,,,FALSE,41.98950257,-72.12880394
,308,d,4995,,PIST,178.5,69.7,5.4,LI,1.3,M,,FALSE,41.98954953,-72.12864659
,308,d,5361,,PIST,176.6,66,5.4,LI,,,,FALSE,41.98951972,-72.12867701
,309,a,5394,,PIST,186.5,66.3,5.4,LI,1.3,M,,FALSE,41.98950692,-72.12855841
,309,a,5436,,PIST,189.6,65.3,5.4,LI,1.3,M,,FALSE,41.98949322,-72.12852357
,308,d,5439,,PIST,172.3,60.9,5.4,LI,,M,,FALSE,41.98948127,-72.12873896
,309,a,5452,,PIST,181.9,63.5,5.4,LI,1.3,M,,FALSE,41.98948931,-72.12861911
,801,a,5501,,KALA,28.6,168.8,5.4,LI,,,,FALSE,41.99066133,-72.13022454
,904,a,6255,,HAVI,80.7,189,5.4,LI,1.3,M,,FALSE,41.99075886,-72.12956127
,903,c,6534,,KALA,76.6,194.3,5.4,LI,,M,,FALSE,41.9908122,-72.12959899
,107,b,7126,,BELE,148.3,37.1,5.4,LI,1.3,M,,FALSE,41.98930797,-72.12907495
,909,a,7494,,BEAL,184.4,182.1,5.4,LI,1.3,M,,FALSE,41.99053579,-72.12834009
,402,b,1024,,TSCA,58,84.5,5.3,LI,1.3,M,,FALSE,41.9898688,-72.13005134
,4,d,1157,,PIST,92.6,2.3,5.3,LI,1.3,M,,FALSE,41.98908676,-72.12981178
,308,a,1418,,BELE,161.4,63.5,5.3,LI,,,,FALSE,41.98952132,-72.12886338
,308,c,2117,,PIST,178.5,72.6,5.3,LI,,M,,FALSE,41.98957521,-72.1286405
,207,a,2299,,PIST,147.6,44.3,5.3,LI,1.3,M,,FALSE,41.98937283,-72.12906816
,308,c,2398,,PIST,179.6,75.4,5.3,LI,,M,,FALSE,41.98959829,-72.12862151
,308,d,2403,,TSCA,179.3,69.4,5.3,LI,1.3,M,,FALSE,41.98954562,-72.12863769
,308,a,2723,,BELE,169.9,68.2,5.3,LI,,,,FALSE,41.98954967,-72.12875222
1,308,b,2783,,PIST,168.8,76.7,5.3,LI,,M,,FALSE,41.98962667,-72.12874747
,308,d,2850,,PIST,172,60.4,5.3,LI,,,,FALSE,41.98947731,-72.12874359
15,4,c,3190,,TSCA,94.4,18.3,5.3,LI,1.3,M,,FALSE,41.98922565,-72.12975671
,308,d,4374,,PIST,179.9,63.2,5.3,LI,,,,FALSE,41.98948977,-72.12864357
,308,d,4400,,PIST,177.6,63,5.3,LI,,,,FALSE,41.98949159,-72.1286714
,308,a,4952,,PIST,166,61.8,5.3,LI,1.3,M,,FALSE,41.98949908,-72.12881214
,308,a,4961,,PIST,165,65.3,5.3,LI,1.3,M,,FALSE,41.98953164,-72.1288167
,308,c,5072,,PIST,175.7,78.9,5.3,LI,1.3,M,,FALSE,41.98963538,-72.12866062
,309,a,5246,,PIST,186.7,64.2,5.3,LI,1.3,M,,FALSE,41.98948801,-72.12856044
,800,b,5850,,KALA,3,176.1,5.3,LI,,,,TRUE,41.99076596,-72.13051425
,409,b,8576,,PIST,180.8,92.3,5.3,LI,1.3,M,,FALSE,41.98974609,-72.12857169
,107,d,9358,,BELE,154.5,21.9,5.3,LI,1.3,M,,FALSE,41.98916367,-72.12903301
,107,d,9841,,BELE,152.3,22.8,5.3,LI,1.3,M,,TRUE,41.98917507,-72.12905734
,107,d,9893,,PIST,158.8,26.3,5.3,LI,1.3,M,,FALSE,41.98919592,-72.12897253
,5,b,1161,,PIST,102.4,13.9,5.2,LI,1.3,M,,FALSE,41.98917419,-72.12967063
,5,b,1162,,PIST,100.1,16.7,5.2,LI,,M,,FALSE,41.98920258,-72.12969215
,6,d,1304,,BELE,138.8,6.9,5.2,LI,1.3,M,,FALSE,41.98905534,-72.12925161
,308,c,2019,,PIST,177.4,77.1,5.2,LI,,M,,FALSE,41.98961678,-72.12864415
,308,d,2335,,BELE,170.1,63.2,5.2,LI,,,,FALSE,41.98950508,-72.12876034
,702,d,2524,,KALA,59.2,147.8,5.2,LI,1.3,M,,TRUE,41.99042755,-72.12990403
,207,a,2589,,PIST,147.2,41.3,5.2,LI,,,,FALSE,41.98934689,-72.12907923
,308,d,2775,,PIST,175.2,64.3,5.2,LI,,,,FALSE,41.98950686,-72.12869726
,308,c,2821,,BELE,171.5,71.5,5.2,LI,,M,,FALSE,41.9895764,-72.12872622
,6,a,3619,,BELE,122,4.9,5.2,LI,,,,FALSE,41.98906387,-72.12945599
,308,a,4582,,PIST,179.8,62.2,5.2,LI,1.3,M,,FALSE,41.98948107,-72.12864686
,308,d,4907,,PIST,176.6,68.5,5.2,LI,1.3,M,,FALSE,41.98954187,-72.12867175
,308,d,5180,,PIST,171.7,63.2,5.2,LI,,,,FALSE,41.98950258,-72.12874128
,309,a,5309,,PIST,182,64.7,5.2,LI,,M,,FALSE,41.98949978,-72.12861539
,309,a,5433,,PIST,185,60.8,5.2,LI,1.3,M,,FALSE,41.98946055,-72.12858784
,309,a,5447,,PIST,184.5,62.4,5.2,LI,1.3,M,,FALSE,41.9894755,-72.12859044
,309,d,5577,,PIST,199.8,64.1,5.2,LI,1.3,M,,FALSE,41.98946666,-72.12840456
,802,c,5590,,TSCA,58.3,175,5.2,LI,1.3,M,,FALSE,41.99066985,-72.12985761
,309,c,5881,,PIST,198.4,70.1,5.2,LI,,M,,FALSE,41.98952199,-72.12840863
,309,d,5938,,PIST,196.8,69.9,5.2,LI,1.3,M,,FALSE,41.98952271,-72.12842811
,903,a,6500,,TSCA,65.2,186.1,5.2,LI,1.3,M,,FALSE,41.99075739,-72.12975206
,107,b,7418,,PIST,149,39.5,5.2,LI,1.3,M,,FALSE,41.98932813,-72.12906157
,107,d,9993,,PIST,156.1,25.2,5.2,LI,1.3,M,,FALSE,41.9891904,-72.12900701
,207,d,1421,,BELE,153.9,45.9,5.1,LI,1.3,M,,FALSE,41.98937716,-72.12898973
,308,d,2078,,PIST,178,65.1,5.1,LI,,,,FALSE,41.98950957,-72.12866222
,308,d,2323,,PIST,170.8,60.7,5.1,LI,,,,FALSE,41.98948184,-72.12875726
,308,d,2518,,BELE,171.6,67,5.1,LI,,,,FALSE,41.98953639,-72.12873448
,308,c,2581,,PIST,179.6,255,5.1,LI,,,,FALSE,41.99118893,-72.12824409
,207,a,2784,,PIST,143.8,41.7,5.1,LI,1.3,M,,FALSE,41.98935574,-72.1291189
,207,b,2988,,PIST,147.2,50.2,5.1,LI,,,,FALSE,41.98942571,-72.12906053
,6,c,3754,,BELE,134.6,12,5.1,,,,,FALSE,41.98910707,-72.12929094
,406,b,4123,,TSCA,127.8,90.1,5.1,,,,,FALSE,41.98980939,-72.12920785
,703,d,4263,,TSCA,77.3,158.2,5.1,LI,1.3,M,,FALSE,41.99049139,-72.1296665
,309,a,5154,,PIST,184,64,5.1,LI,,M,,FALSE,41.98949045,-72.12859303
,309,d,5538,,PIST,197,64.3,5.1,LI,1.3,M,,FALSE,41.98947281,-72.1284375
,801,b,5918,,KALA,33.4,165.7,5.1,LI,1.3,M,,FALSE,41.99062638,-72.13017385
,903,c,6738,,KALA,79.9,190.2,5.1,LI,,M,,TRUE,41.99077074,-72.12956828
,904,d,7241,,TSCA,90.6,183.2,5.1,LI,,M,,FALSE,41.99069203,-72.12945549
,409,b,8851,,PIST,180.5,95.6,5.1,LI,1.3,M,,FALSE,41.98977579,-72.12856833
,501,c,1316,,TSCA,36.3,116.5,5,LI,1.3,M,,FALSE,41.9901861,-72.13024268
,308,d,1347,,PIST,175.7,62.5,5,LI,,,,FALSE,41.98949013,-72.12869509
,308,d,1630,,BELE,178.1,63.7,5,LI,1.3,M,,FALSE,41.98949701,-72.12866397
,308,b,1689,,BELE,166.3,71.7,5,,,,,FALSE,41.98958629,-72.12878776
,308,d,1817,,PIST,175.6,62.8,5,LI,,,,FALSE,41.98949295,-72.12869565
,207,b,2055,,PIST,157.5,51.6,5,LI,1.3,M,,FALSE,41.98942202,-72.12893486
,308,b,2137,,PIST,163.9,78.7,5,,,,,FALSE,41.98965204,-72.12880165
,308,b,2183,,PIST,165.7,78.5,5,,,,,FALSE,41.98964746,-72.12878062
,308,d,2211,,PIST,178.6,60.1,5,LI,1.3,M,,FALSE,41.98946435,-72.12866557
,207,a,2233,,PIST,140.9,45.7,5,LI,,,,FALSE,41.9893957,-72.12914505
,207,d,2309,,BELE,152.4,46.5,5,LI,,,,FALSE,41.98938482,-72.12900634
,207,a,2765,,PIST,148.6,45.6,5,LI,,,,FALSE,41.98938278,-72.12905351
,203,c,3614,,KALA,79.5,53.5,5,LI,,M,,TRUE,41.98956067,-72.12986029
,203,c,3616,,KALA,79.1,50.1,5,LI,0.9,M,,FALSE,41.98953118,-72.1298722
,4,d,3658,,TSCA,96.7,2.2,5,LI,1.3,M,,FALSE,41.98907947,-72.12976313
,4,a,3850,,KALA,82.4,0.4,5,LI,1.3,M,,TRUE,41.98908586,-72.12993731
,309,a,5353,,PIST,182.4,69.9,5,LI,,,,FALSE,41.98954521,-72.1285997
,309,a,5461,,PIST,184.4,63.2,5,LI,1.3,M,,FALSE,41.98948274,-72.12858995
,309,a,5480,,PIST,185,62.3,5,LI,,M,,FALSE,41.98947384,-72.12858469
,309,d,5636,,PIST,196.7,66.6,5,LI,1.3,M,,FALSE,41.98949364,-72.12843624
,309,d,5882,,PIST,196.9,69,5,LI,1.3,M,,FALSE,41.98951459,-72.12842881
,803,b,6815,,TSCA,62.5,179,5,LI,1.3,M,,FALSE,41.99069872,-72.12979915
,107,d,7129,,PIST,158.7,25.8,5,LI,1.3,M,,FALSE,41.98919165,-72.12897477
,107,b,7133,,BELE,156.6,27.8,5,LI,1.3,M,,FALSE,41.98921264,-72.12899559
,309,b,552,,PIST,182.5,74.2,4.9,LI,1.3,M,,FALSE,41.98958313,-72.12858947
,206,d,1334,,PIST,137.2,43.1,4.9,LI,,,,FALSE,41.98937845,-72.12919461
,308,d,1816,,PIST,174.8,62.9,4.9,LI,,,,FALSE,41.98949508,-72.12870497
,308,c,2050,,PIST,175.9,71.6,4.9,LI,,,,FALSE,41.98957041,-72.12867358
,308,d,2070,,PIST,173.6,69.6,4.9,LI,1.3,M,,FALSE,41.98955629,-72.12870519
,308,c,2072,,PIST,177.3,77.8,4.9,LI,,,,FALSE,41.98962314,-72.12864387
,308,c,2092,,PIST,178.1,72.5,4.9,LI,,,,FALSE,41.98957495,-72.12864547
,308,c,2208,,PIST,172.9,76.5,4.9,LI,,M,,FALSE,41.9896185,-72.12869903
,308,d,2321,,BELE,171.4,63.6,4.9,LI,,,,FALSE,41.98950659,-72.12874401
,207,a,2465,,BELE,149.7,45,4.9,LI,1.3,M,,FALSE,41.98937575,-72.12904167
,308,d,2506,,PIST,177.7,64.6,4.9,LI,,,,FALSE,41.98950561,-72.12866684
,308,d,2530,,PIST,178.9,64.1,4.9,LI,1.3,M,,FALSE,41.9894993,-72.12865359
,207,d,2550,,BELE,156,48.2,4.9,LI,,,,FALSE,41.98939425,-72.12895987
,207,a,2556,,PIST,147.7,46.1,4.9,LI,,,,FALSE,41.98938862,-72.12906319
,206,d,2660,,PIST,137.6,45.5,4.9,LI,,"L,M",,FALSE,41.98939908,-72.1291848
,200,a,3360,,TSCA,1.1,45.5,4.9,LI,1.3,M,,FALSE,41.98961226,-72.13081129
,203,b,3607,,TSCA,66.5,59.6,4.9,LI,,M,,FALSE,41.989635,-72.13000238
,6,a,3690,,BELE,122.6,7.4,4.9,LI,,,,FALSE,41.98908507,-72.12944359
,308,d,4427,,PIST,179.7,63,4.9,LI,,,,FALSE,41.98948831,-72.12864637
,308,a,4854,,PIST,165.6,64.2,4.9,LI,1.3,M,,FALSE,41.98952096,-72.12881186
,308,d,5061,,PIST,176,62.9,4.9,LI,,,,FALSE,41.98949321,-72.12869067
,309,a,5435,,PIST,187.8,60.7,4.9,LI,1.3,M,,FALSE,41.98945529,-72.12855469
,309,b,5996,,PIST,191.8,66.1,4.9,LI,,M,,FALSE,41.98949687,-72.12849568
,903,c,7315,,KALA,77,195.1,4.9,LI,,M,,FALSE,41.99081867,-72.12959254
,107,d,9912,,BELE,154.5,28.8,4.9,LI,1.3,M,,FALSE,41.98922478,-72.12901851
,308,d,1425,,PIST,173.7,62.2,4.8,LI,,,,FALSE,41.9894906,-72.12871955
,308,a,2084,,PIST,165.1,65.4,4.8,LI,,,,FALSE,41.98953237,-72.1288153
,207,d,2148,,PIST,151.8,43.9,4.8,LI,1.3,M,,FALSE,41.98936273,-72.12901896
,308,a,2510,,BELE,161.7,63.9,4.8,LI,,,,FALSE,41.9895244,-72.12885896
,308,d,2849,,PIST,177.9,65.9,4.8,LI,,,,FALSE,41.98951681,-72.12866173
,6,b,3871,,BELE,127.1,16.6,4.8,,,,,FALSE,41.98915952,-72.12937064
,308,d,4302,,PIST,179.5,64.6,4.8,LI,1.3,M,,FALSE,41.9895028,-72.12864539
,308,a,4334,,PIST,168.9,64.4,4.8,LI,,M,,FALSE,41.98951758,-72.12877212
,308,c,4474,,PIST,178.5,74.8,4.8,LI,,M,,FALSE,41.98959469,-72.12863588
,308,a,4860,,PIST,169.9,63.3,4.8,LI,,,,FALSE,41.98950628,-72.12876252
,309,a,5254,,PIST,182.7,66.1,4.8,LI,,M,,FALSE,41.98951108,-72.12860411
,800,b,5869,,KALA,1.4,176.9,4.8,LI,,,,FALSE,41.99077554,-72.13053163
,804,c,6651,,KALA,97.3,179.9,4.8,LI,,M,,FALSE,41.99065234,-72.12938259
,409,b,8792,,PIST,184.5,90.1,4.8,LI,,M,,FALSE,41.98972083,-72.12853223
,408,d,9070,,TSCA,179.7,88.2,4.8,LI,1.3,M,,FALSE,41.9897115,-72.12859342
,408,c,9498,,PIST,179.8,95.6,4.8,LI,1.3,M,,FALSE,41.98977688,-72.12857668
,107,b,9871,,BELE,145.7,37.1,4.8,LI,1.3,M,,FALSE,41.98931203,-72.12910593
,4,c,1147,,PIST,97.7,17.5,4.7,LI,1.3,M,,FALSE,41.98921341,-72.12971907
,207,a,2373,,PIST,147.9,46.6,4.7,LI,1.3,M,,FALSE,41.98939273,-72.12905975
,308,c,2531,,PIST,171.7,77.5,4.7,LI,,M,,FALSE,41.98962923,-72.12871123
,207,a,2583,,PIST,145.9,45.4,4.7,LI,,,,FALSE,41.98938523,-72.12908611
,308,a,2637,,PIST,162.3,62.6,4.7,LI,,,,FALSE,41.98951195,-72.12885455
,308,d,2910,,PIST,176.9,69.8,4.7,LI,1.3,M,,FALSE,41.98955291,-72.12866545
,4,c,3710,,PIST,94.7,15.7,4.7,LI,1.3,M,,FALSE,41.98920215,-72.1297586
,6,a,3838,,PIST,126,2.8,4.7,LI,,,,FALSE,41.98903902,-72.12941274
,308,c,4361,,PIST,179.9,74.8,4.7,LI,1.3,M,,FALSE,41.98959251,-72.12861919
,308,d,4425,,PIST,175.2,68.7,4.7,LI,1.3,M,,FALSE,41.98954582,-72.12868802
,308,a,4429,,TSCA,166.2,61.9,4.7,LI,,M,,FALSE,41.98949966,-72.12880955
,308,d,5197,,PIST,171.7,63.7,4.7,LI,,,,TRUE,41.98950701,-72.12874023
,308,d,5462,,PIST,175.6,62.9,4.7,LI,1.3,M,,FALSE,41.98949383,-72.12869544
,309,b,5933,,PIST,183.8,71.9,4.7,LI,1.3,M,,FALSE,41.98956073,-72.12857882
,107,b,7360,,PIST,149.5,38.7,4.7,LI,1.3,M,,FALSE,41.98932027,-72.12905729
,905,a,7653,,KALA,105.4,183.2,4.7,LI,1.3,M,,TRUE,41.99066892,-72.12927913
,107,c,8392,,BELE,157.9,31.2,4.7,LI,1.3,M,,TRUE,41.98924072,-72.12897296
,409,b,8949,,PIST,180.7,98.2,4.7,LI,1.3,M,,FALSE,41.9897985,-72.12856049
,107,b,9146,,BELE,145.3,35.2,4.7,LI,1.3,M,,FALSE,41.98929583,-72.12911469
,107,b,9162,,PIST,142.6,38.1,4.7,LI,1.3,M,,FALSE,41.98932573,-72.12914077
,4,c,1145,,BELE,98.5,18.1,4.6,LI,1.3,M,,FALSE,41.98921747,-72.12970827
,308,d,1332,,PIST,175.7,64.4,4.6,LI,1.3,M,,FALSE,41.98950696,-72.12869109
,308,c,1489,,PIST,180,74.4,4.6,LI,,M,,FALSE,41.98958881,-72.12861884
,308,d,2077,,PIST,179,62.8,4.6,LI,1.3,M,,FALSE,41.98948764,-72.12865513
,206,d,2206,,BELE,138.8,40.9,4.6,LI,,,,FALSE,41.98935646,-72.12918016
,308,b,2511,,PIST,164.5,78.1,4.6,LI,,M,,FALSE,41.98964579,-72.12879576
,308,c,2526,,PIST,174.8,75.8,4.6,LI,,M,,FALSE,41.98960933,-72.12867786
,207,a,2599,,PIST,148.9,45.9,4.6,LI,,,,FALSE,41.98938497,-72.12904931
,308,c,2636,,PIST,175.2,78.3,4.6,LI,,M,,FALSE,41.98963085,-72.12866784
6,4,c,3204,,KALA,92.4,18.7,4.6,LI,1.3,M,,FALSE,41.98923232,-72.1297797
,4,c,3606,,PIST,98,19.1,4.6,LI,1.3,M,,FALSE,41.98922711,-72.12971213
,4,a,3832,,KALA,85.3,9.8,4.6,LI,1.3,M,,FALSE,41.98916458,-72.129883
,308,a,4843,,PIST,169.8,61.9,4.6,LI,,,,FALSE,41.98949403,-72.12876665
,308,a,4868,,PIST,165.8,61.8,4.6,LI,1.3,M,,FALSE,41.9894994,-72.12881452
,309,a,5185,,PIST,184.1,63.1,4.6,LI,,M,,FALSE,41.98948233,-72.12859373
,802,b,6024,,KALA,45.1,160,4.6,LI,,,,TRUE,41.99055762,-72.13004641
,901,a,6232,,KALA,26.5,182.2,4.6,LI,1.3,M,,FALSE,41.99078328,-72.1302214
,903,d,7001,,ACRU,76.6,199.1,4.6,LI,1.3,M,,FALSE,41.99085472,-72.1295889
,509,a,7532,,TSCA,199.5,116.6,4.6,LI,,,,FALSE,41.9899321,-72.12829781
,409,a,8842,,PIST,185.8,89.6,4.6,LI,,M,,FALSE,41.98971437,-72.12851779
,107,d,9872,,PIST,157.4,27.1,4.6,LI,1.3,M,,FALSE,41.98920519,-72.12898753
,5,b,1186,,PIST,102.5,14.4,4.5,,,M,,FALSE,41.98917846,-72.12966839
,207,d,1349,,BELE,159.7,43.7,4.5,LI,,,,FALSE,41.98934862,-72.12892524
,308,a,1366,,PIST,166.1,69.6,4.5,LI,,,,FALSE,41.98956801,-72.12879456
,308,c,1488,,PIST,175.1,77,4.5,LI,,M,,FALSE,41.98961949,-72.12867177
,308,a,2053,,PIST,163,63.6,4.5,LI,,,,FALSE,41.98951971,-72.1288441
,308,c,2172,,PIST,173.6,78.5,4.5,LI,,M,,FALSE,41.98963512,-72.12868649
,308,c,2345,,PIST,172.1,78,4.5,LI,,,,FALSE,41.98963303,-72.12870541
,308,a,2389,,BELE,169.2,66.2,4.5,LI,,,,FALSE,41.98953305,-72.12876476
,207,a,2486,,BELE,140.4,40.3,4.5,LI,,,,FALSE,41.98934865,-72.12916236
,308,c,2551,,PIST,179.1,76.2,4.5,LI,,M,,FALSE,41.98960616,-72.12862578
,207,a,2570,,PIST,147.1,41.3,4.5,LI,,,,FALSE,41.98934704,-72.12908042
,304,a,2677,,KALA,87.4,66.3,4.5,LI,1.3,M,,FALSE,41.9896617,-72.12973926
,308,d,2717,,PIST,174.5,63.2,4.5,LI,,,,FALSE,41.98949821,-72.12870791
,207,a,2841,,PIST,145,46.9,4.5,LI,1.3,M,,FALSE,41.98939992,-72.12909368
,207,a,2971,,PIST,146,47.2,4.5,LI,1.3,M,,FALSE,41.98940101,-72.12908113
,4,c,3895,,PIST,95.1,18.1,4.5,LI,1.3,M,,FALSE,41.98922278,-72.12974879
,4,c,3940,,PIST,96.4,17,4.5,LI,1.3,M,,FALSE,41.98921101,-72.12973561
,6,a,3991,,BELE,120.7,5.1,4.5,LI,,,,FALSE,41.98906767,-72.12947106
,308,d,4393,,PIST,176.2,69,4.5,LI,1.3,M,,FALSE,41.98954692,-72.12867547
,308,b,4458,,PIST,164,73.2,4.5,LI,1.3,M,,FALSE,41.98960317,-72.12881202
,308,d,4464,,PIST,178.3,63.3,4.5,LI,,M,,FALSE,41.98949316,-72.12866242
,308,a,4690,,PIST,160.5,65.2,4.5,LI,1.3,M,,FALSE,41.98953779,-72.12887053
,308,d,4955,,PIST,178.8,63.5,4.5,LI,,M,,FALSE,41.98949415,-72.12865605
,309,a,5195,,PIST,183.1,61.4,4.5,LI,,M,,FALSE,41.98946883,-72.12860922
,309,a,5347,,PIST,183.8,63.8,4.5,LI,,M,,FALSE,41.98948899,-72.12859584
,309,b,5862,,PIST,180.3,76.4,4.5,LI,1.3,M,,FALSE,41.98960605,-72.12861106
,309,a,5863,,PIST,182,64.2,4.5,LI,1.3,M,,FALSE,41.98949535,-72.12861645
,309,b,5945,,PIST,187.3,70.6,4.5,LI,1.3,M,,FALSE,41.98954375,-72.12853984
,905,d,7091,,KALA,110.9,182.2,4.5,LI,1.3,M,,TRUE,41.99065147,-72.1292157
,409,a,8034,,PIST,187.6,86.8,4.5,LI,,M,,FALSE,41.98968676,-72.12850223
,107,d,8914,,PIST,155.3,21.9,4.5,LI,1.3,M,,FALSE,41.98916242,-72.12902348
,408,c,9078,,PIST,179.1,94.1,4.5,LI,1.3,M,,FALSE,41.98976469,-72.12858817
,107,b,9481,,PIST,147.3,34.5,4.5,LI,1.3,M,,FALSE,41.98928651,-72.12909233
,107,d,9863,,BELE,155.7,24,4.5,LI,1.3,M,,FALSE,41.98918039,-72.1290143
,308,d,1269,,PIST,178,65.6,4.4,LI,,,,FALSE,41.989514,-72.12866117
,308,c,2144,,BELE,171.7,70.6,4.4,LI,,M,,FALSE,41.98956812,-72.12872573
,308,d,2146,,PIST,176,64.4,4.4,LI,1.3,M,,FALSE,41.98950649,-72.12868752
,308,d,2327,,PIST,170.7,60.7,4.4,LI,,,,FALSE,41.989482,-72.12875845
,308,d,2501,,PIST,178.7,64,4.4,LI,1.3,M,,FALSE,41.98949873,-72.12865619
,207,b,2571,,BELE,159.4,50.3,4.4,LI,1.3,M,,TRUE,41.98940754,-72.12891495
,308,d,2770,,PIST,176.5,63.6,4.4,LI,1.3,M,,FALSE,41.98949863,-72.12868324
,104,d,2954,,PIST,93,21.5,4.4,LI,1.3,M,,FALSE,41.98925618,-72.12976667
,6,a,3621,,PIST,121.1,1,4.4,LI,,,,FALSE,41.98903073,-72.12947491
,6,a,3678,,BELE,123.4,1.6,4.4,LI,,,,FALSE,41.98903245,-72.12944625
,6,c,3925,,PIST,137.4,19.7,4.4,,,,,FALSE,41.98917089,-72.12924139
,308,a,4452,,PIST,167.5,61.3,4.4,LI,,,,FALSE,41.98949231,-72.12879532
,309,c,5165,,KALA,198.5,74.1,4.4,LI,1.3,M,,TRUE,41.98955726,-72.12839903
,309,a,5424,,PIST,184.3,66.5,4.4,LI,,M,,FALSE,41.98951213,-72.12858421
,309,d,5597,,PIST,199.6,69.6,4.4,LI,1.3,M,,FALSE,41.98951568,-72.12839538
,309,d,5886,,PIST,197.3,68.3,4.4,LI,1.3,M,,FALSE,41.98950776,-72.12842552
,901,a,6185,,KALA,29.9,180.5,4.4,LI,1.3,M,,FALSE,41.99076292,-72.13018446
,409,b,8960,,PIST,183.2,91.5,4.4,LI,,M,,FALSE,41.98973526,-72.12854478
,107,b,9161,,PIST,145.3,37.6,4.4,LI,1.3,M,,FALSE,41.98931708,-72.12910965
,500,c,1382,,KALA,17,118.4,4.3,LI,1.3,M,,TRUE,41.99023307,-72.13046866
,308,b,1440,,PIST,162.4,78.9,4.3,,,,,FALSE,41.98965615,-72.1288191
,406,b,1767,,BELE,128.7,94.3,4.3,,,,,FALSE,41.98984518,-72.1291883
,308,c,2090,,PIST,175.4,78.5,4.3,LI,,,,FALSE,41.98963231,-72.12866504
,308,c,2125,,PIST,174.9,78.3,4.3,LI,,,,FALSE,41.98963132,-72.12867142
,308,d,2234,,PIST,177,69.1,4.3,LI,1.3,M,,FALSE,41.98954656,-72.12866573
,308,a,2313,,PIST,166,69.6,4.3,LI,,,,FALSE,41.98956816,-72.12879575
,207,d,2468,,BELE,155.4,46.5,4.3,LI,1.3,M,,FALSE,41.98938013,-72.1289706
,207,d,2540,,PIST,151.7,42.6,4.3,LI,1.3,M,,FALSE,41.98935137,-72.12902288
,308,c,2625,,PIST,178.9,77.5,4.3,LI,,,,FALSE,41.98961798,-72.12862544
,308,d,2959,,PIST,168.5,70.6,4.3,LI,1.3,M,,FALSE,41.98957312,-72.12876386
,300,a,3503,,TSCA,1.5,70.2,4.3,LI,1.3,M,,FALSE,41.98983039,-72.13075463
