section_id,quadrat,sub_quadrat,tag,stem_tag,species_code,x_m,y_m,dbh_mm,status,pom,codes,notes,secondary,latitude,longitude
NA,309,b,5736,NA,PIST,182.4,70.1,29,LI,NA,M,NA,FALSE,41.98954698,-72.12859928
NA,801,b,5739,NA,KALA,20.4,170.5,1.2,LI,NA,NA,NA,FALSE,41.99068919,-72.13031868
NA,309,c,5740,NA,PIST,198,79,1.9,LI,NA,NA,NA,FALSE,41.98960143,-72.12839469
NA,904,a,5742,NA,KALA,88.9,180.4,2.4,LI,1.3,M,NA,TRUE,41.99066989,-72.12948163
NA,309,c,5743,NA,PIST,198.1,78,1.5,LI,NA,M,NA,FALSE,41.98959242,-72.1283956
NA,309,b,5744,NA,PIST,182.2,72,3.7,LI,1.3,M,NA,FALSE,41.98956412,-72.12859767
NA,902,c,5745,NA,KALA,58.4,191.1,1.7,LI,NA,NA,NA,TRUE,41.99081229,-72.12982258
NA,309,a,5746,NA,PIST,184.5,67.7,1.6,LI,1.3,M,NA,FALSE,41.98952244,-72.1285793
NA,309,b,5747,NA,PIST,181.7,73.8,2.8,LI,1.3,M,NA,FALSE,41.98958084,-72.12859985
NA,802,a,5749,NA,KALA,49,161,2,LI,NA,M,NA,FALSE,41.99056039,-72.12999784
NA,902,c,5750,NA,KALA,57.6,191.5,1.2,LI,NA,NA,NA,FALSE,41.99081708,-72.12983128
NA,309,c,5751,NA,KALA,197.9,73,1.3,LI,1.3,M,NA,FALSE,41.98954845,-72.12840849
NA,903,b,5752,NA,KALA,63.9,197.5,2.5,LI,1.3,M,NA,FALSE,41.99086038,-72.1297436
NA,801,c,5753,NA,BEAL,31.5,175.8,19.4,LI,NA,NA,NA,FALSE,41.99071879,-72.13017527
NA,801,a,5755,NA,PIST,21.8,168.5,40.7,LI,NA,M,NA,FALSE,41.99066929,-72.1303062
NA,801,a,5756,NA,ACRU,28.6,169.6,25.6,LI,1.3,M,NA,FALSE,41.99066841,-72.13022286
NA,609,b,5758,NA,BELE,182.1,135.1,18.9,LI,1.3,M,NA,FALSE,41.99012312,-72.12846626
NA,800,c,5759,NA,KALA,19.1,171.1,5.9,LI,1.3,M,NA,TRUE,41.99069653,-72.13033291
NA,900,b,5760,NA,TSCA,6.4,195.9,24.4,LI,NA,NA,NA,FALSE,41.99093601,-72.13043213
NA,900,b,5761,NA,TSCA,5.6,195.1,27.7,LI,NA,NA,NA,FALSE,41.99093017,-72.13044334
NA,800,c,5763,NA,TSCA,17.9,175.8,42.5,LI,1.3,M,NA,FALSE,41.99074003,-72.13033733
NA,801,a,5766,NA,KALA,20.9,169.7,1.1,LI,1.3,M,NA,FALSE,41.99068132,-72.1303144
NA,800,b,5767,NA,KALA,1.8,175.4,3.2,LI,NA,NA,NA,FALSE,41.99076163,-72.13053002
NA,800,b,5768,NA,KALA,1,179.3,1.4,LI,NA,NA,NA,FALSE,41.99079742,-72.13053135
NA,800,b,5769,NA,KALA,2.1,173.6,1.8,LI,NA,NA,NA,TRUE,41.99074522,-72.13053022
NA,309,c,5770,NA,PIST,196.7,79.8,1.1,LI,NA,M,NA,FALSE,41.98961055,-72.1284085
NA,800,b,5771,NA,KALA,0.1,174,1.1,LI,NA,NA,NA,FALSE,41.99075189,-72.13055322
NA,800,c,5772,NA,KALA,18.8,171.2,2.6,LI,1.3,M,NA,TRUE,41.99069789,-72.13033627
NA,801,b,5773,NA,KALA,24.1,170,1.1,LI,NA,NA,NA,FALSE,41.99067898,-72.13027564
NA,801,c,5774,NA,KALA,37.9,176.8,1.1,LI,NA,NA,NA,FALSE,41.99071766,-72.13009691
NA,309,c,5776,NA,PIST,197.1,79,1.3,LI,NA,M,NA,FALSE,41.98960284,-72.12840542
NA,309,c,5778,NA,PIST,197.6,78.9,1.6,LI,NA,M,NA,FALSE,41.98960117,-72.12839967
NA,801,b,5779,NA,KALA,27.2,179.4,1.5,LI,NA,M,NA,FALSE,41.99075739,-72.13021895
NA,801,b,5781,NA,KALA,23.2,179.9,2.6,LI,NA,NA,NA,TRUE,41.99076807,-72.13026556
NA,802,a,5782,NA,KALA,47.5,163.3,2.4,LI,NA,M,NA,FALSE,41.9905831,-72.13001088
NA,800,b,5783,NA,KALA,2.2,172.4,1.5,LI,NA,NA,NA,FALSE,41.99073444,-72.13053155
NA,309,c,5784,NA,PIST,191,70.9,2.3,LI,NA,NA,NA,FALSE,41.98954063,-72.12849512
NA,709,b,5786,NA,KALA,185.1,154.2,2.2,LI,NA,M,NA,TRUE,41.9902876,-72.12839038
NA,801,c,5787,NA,TSCA,30.1,175.5,43.7,LI,NA,NA,NA,FALSE,41.99071832,-72.13019258
NA,801,c,5788,NA,TSCA,34.1,170.7,44.9,LI,NA,NA,NA,FALSE,41.99066956,-72.13015501
NA,801,c,5789,NA,BEAL,37.4,171.8,16.2,LI,NA,NA,NA,FALSE,41.99067415,-72.13011337
NA,801,c,5790,NA,TSCA,39.9,174,31.9,LI,NA,NA,NA,FALSE,41.99068973,-72.13007896
NA,801,c,5791,NA,TSCA,39.7,178.6,22,LI,NA,NA,NA,FALSE,41.99073079,-72.13007168
NA,801,c,5792,NA,BEAL,32.8,168.4,25,LI,NA,NA,NA,FALSE,41.99065122,-72.13017533
NA,801,c,5793,NA,TSCA,33.4,167.2,19,LI,NA,NA,NA,FALSE,41.99063966,-72.1301707
NA,801,c,5794,NA,ACRU,38.1,167.6,39,LI,NA,NA,NA,TRUE,41.99063586,-72.13011386
NA,903,c,5797,NA,KALA,75.7,198.9,3.2,LI,1.3,M,NA,FALSE,41.99085435,-72.12960005
NA,903,b,5798,NA,KALA,68.4,190.2,7,LI,1.3,M,NA,FALSE,41.9907887,-72.12970531
NA,901,d,5799,NA,KALA,31.9,183.2,2.6,LI,NA,M,NA,TRUE,41.99078371,-72.13015496
NA,903,c,5800,NA,KALA,75.3,199.1,3,LI,1.3,M,NA,FALSE,41.99085675,-72.12960439
NA,309,d,5801,NA,KALA,195.3,68.8,1.3,LI,1.3,M,NA,FALSE,41.98951532,-72.1284483
NA,309,b,5802,NA,PIST,186.5,72.2,1.3,LI,NA,M,NA,FALSE,41.98955917,-72.12854601
NA,309,b,5803,NA,PIST,185.9,71.5,2,LI,NA,M,NA,FALSE,41.98955391,-72.12855463
NA,309,c,5805,NA,PIST,196.8,79.6,1.3,LI,NA,NA,NA,FALSE,41.98960862,-72.12840773
NA,309,b,5806,NA,PIST,182.4,72,2.4,LI,1.3,M,NA,FALSE,41.9895638,-72.12859529
NA,309,c,5808,NA,KALA,194.9,71.7,1.5,LI,1.3,M,NA,FALSE,41.98954162,-72.12844697
NA,800,d,5810,NA,KALA,18.1,166.7,2.1,LI,NA,NA,NA,TRUE,41.99065913,-72.13035407
NA,309,b,5811,NA,PIST,187.2,72.4,1.7,LI,NA,M,NA,FALSE,41.98955985,-72.12853725
NA,309,b,5812,NA,PIST,187.1,70.2,4,LI,1.3,M,NA,FALSE,41.98954052,-72.12854307
NA,309,c,5813,NA,PIST,199.7,79.2,1.7,LI,NA,M,NA,FALSE,41.98960055,-72.12837402
NA,309,b,5814,NA,PIST,184.9,71.3,2.4,LI,1.3,M,NA,FALSE,41.9895537,-72.12856697
NA,309,b,5815,NA,PIST,182.5,70.9,3.2,LI,1.3,M,NA,FALSE,41.98955391,-72.12859641
NA,309,b,5816,NA,PIST,186.6,72.4,3.2,LI,NA,M,NA,FALSE,41.98956079,-72.1285444
NA,309,b,5817,NA,PIST,183.9,71.9,1.5,LI,1.3,M,NA,FALSE,41.98956058,-72.12857762
NA,309,c,5818,NA,PIST,197.6,78.6,1.9,LI,NA,NA,NA,FALSE,41.98959852,-72.1284003
NA,801,b,5819,NA,KALA,22.1,173.9,2.6,LI,NA,NA,NA,TRUE,41.99071665,-72.13029127
NA,309,b,5820,NA,PIST,187.5,70.9,2.5,LI,NA,M,NA,TRUE,41.9895461,-72.12853683
NA,309,a,5821,NA,PIST,180.5,64.1,1.5,LI,1.3,M,NA,FALSE,41.98949681,-72.12863453
NA,309,c,5822,NA,PIST,198,77.6,1.6,LI,NA,NA,NA,FALSE,41.98958904,-72.12839764
NA,309,b,5823,NA,PIST,186,71.1,1.4,LI,1.3,M,NA,FALSE,41.98955021,-72.12855428
NA,309,b,5824,NA,PIST,185.4,75.7,2.6,LI,NA,M,NA,FALSE,41.98959189,-72.12855177
NA,904,a,5825,NA,KALA,80.8,187,2.9,LI,1.3,M,NA,TRUE,41.99074099,-72.12956428
NA,309,b,5826,NA,PIST,182.3,70.2,3.4,LI,1.3,M,NA,FALSE,41.98954802,-72.12860026
NA,804,b,5827,NA,KALA,85,176.9,1,LI,NA,M,NA,FALSE,41.99064498,-72.12953546
NA,309,b,5828,NA,PIST,185.3,72.4,2.3,LI,1.3,M,NA,FALSE,41.98956282,-72.12855989
NA,802,b,5829,NA,KALA,51.4,169.8,1.4,LI,NA,M,NA,TRUE,41.99063458,-72.12995075
NA,903,b,5830,NA,KALA,64.7,198.4,3.7,LI,1.3,M,NA,TRUE,41.9908671,-72.12973217
NA,309,b,5831,NA,PIST,185.7,79,1.5,LI,1.3,M,NA,FALSE,41.98962065,-72.12854126
NA,800,b,5833,NA,KALA,0.3,174.4,1.8,LI,NA,NA,NA,FALSE,41.99075512,-72.13054999
NA,800,b,5834,NA,KALA,0.4,179.1,1.5,LI,NA,NA,NA,FALSE,41.99079659,-72.13053892
NA,309,c,5835,NA,PIST,197.4,78.8,1.9,LI,1.3,M,NA,FALSE,41.9896006,-72.12840226
NA,801,a,5836,NA,KALA,22.1,168.8,2,LI,1.3,M,NA,FALSE,41.99067148,-72.13030199
NA,802,a,5837,NA,KALA,46.8,164.1,3.3,LI,NA,M,NA,FALSE,41.99059128,-72.13001754
NA,309,b,5839,NA,PIST,184.6,74.1,3.1,LI,1.3,M,NA,FALSE,41.98957897,-72.12856466
NA,309,c,5841,NA,PIST,198.3,79.3,1.2,LI,1.3,M,NA,FALSE,41.98960362,-72.12839049
NA,309,a,5842,NA,PIST,181.8,65,2,LI,1.3,M,NA,FALSE,41.98950275,-72.12861715
NA,800,d,5843,NA,KALA,18.3,169.9,2.8,LI,1.3,M,NA,TRUE,41.99068715,-72.13034496
NA,800,b,5844,NA,KALA,0.2,172.7,1.3,LI,NA,NA,NA,FALSE,41.99074022,-72.13055476
NA,801,a,5845,NA,KALA,21.3,169.3,1.7,LI,1.3,M,NA,TRUE,41.99067716,-72.13031047
NA,309,b,5846,NA,PIST,185.3,75.5,4,LI,NA,NA,NA,FALSE,41.98959027,-72.12855338
NA,309,a,5847,NA,PIST,186.8,68.8,4.2,LI,1.3,M,NA,FALSE,41.98952859,-72.12854958
NA,309,b,5848,NA,PIST,186.2,71,1.5,LI,1.3,M,NA,FALSE,41.98954901,-72.12855211
NA,309,c,5849,NA,PIST,191.1,70.9,1.4,LI,NA,NA,NA,FALSE,41.98954047,-72.12849393
NA,800,b,5850,NA,KALA,3,176.1,5.3,LI,NA,NA,NA,TRUE,41.99076596,-72.13051425
NA,802,a,5851,NA,KALA,46.7,164.3,2.4,LI,NA,M,NA,TRUE,41.9905932,-72.13001831
NA,309,d,5852,NA,PIST,190.5,64.7,3.1,LI,1.3,M,NA,FALSE,41.9894865,-72.12851411
NA,309,b,5853,NA,PIST,182.4,71.9,3.4,LI,1.3,M,NA,FALSE,41.98956292,-72.1285955
NA,309,b,5854,NA,PIST,187.5,70.9,3.8,LI,NA,M,NA,FALSE,41.9895461,-72.12853683
NA,309,a,5855,NA,PIST,188.6,68.2,5.8,LI,1.3,M,NA,FALSE,41.98952047,-72.1285294
NA,802,c,5856,NA,KALA,55,176.8,2.3,LI,1.3,M,NA,TRUE,41.99069095,-72.12989315
NA,804,c,5857,NA,KALA,99.5,176.6,5.5,LI,NA,M,NA,TRUE,41.99061968,-72.12936331
NA,309,c,5858,NA,KALA,196.7,72,1.7,LI,1.3,M,NA,TRUE,41.98954147,-72.12842489
NA,902,d,5859,NA,KALA,55,187.9,2.3,LI,NA,NA,NA,FALSE,41.99078926,-72.12986982
NA,309,d,5860,NA,PIST,195.6,67.1,3.5,LI,1.3,M,NA,FALSE,41.98949979,-72.1284483
NA,309,a,5861,NA,PIST,188.6,68.7,2.8,LI,1.3,M,NA,FALSE,41.98952489,-72.12852835
NA,309,b,5862,NA,PIST,180.3,76.4,4.5,LI,1.3,M,NA,FALSE,41.98960605,-72.12861106
NA,309,a,5863,NA,PIST,182,64.2,4.5,LI,1.3,M,NA,FALSE,41.98949535,-72.12861645
NA,800,d,5864,NA,KALA,18.1,161.5,1.5,LI,NA,NA,NA,FALSE,41.99061307,-72.13036499
NA,309,b,5865,NA,PIST,184.4,70.8,2.8,LI,1.3,M,NA,FALSE,41.98955005,-72.12857398
NA,309,b,5866,NA,PIST,182.7,71.6,3.8,LI,1.3,M,NA,FALSE,41.98955979,-72.12859255
NA,309,b,5867,NA,PIST,183.9,71,3.6,LI,NA,M,NA,FALSE,41.98955261,-72.12857952
NA,309,c,5868,NA,PIST,198.2,77.9,3.9,LI,NA,M,NA,FALSE,41.98959138,-72.12839462
NA,800,b,5869,NA,KALA,1.4,176.9,4.8,LI,NA,NA,NA,FALSE,41.99077554,-72.13053163
NA,800,d,5870,NA,KALA,18.6,167.8,3.3,LI,NA,NA,NA,TRUE,41.99066809,-72.1303458
NA,800,d,5871,NA,KALA,17.8,164.8,2.4,LI,NA,NA,NA,FALSE,41.99064277,-72.13036163
NA,800,b,5872,NA,KALA,1.7,178.7,1.2,LI,NA,NA,NA,FALSE,41.99079102,-72.13052427
NA,800,d,5873,NA,KALA,16.1,165.3,1.3,LI,NA,NA,NA,FALSE,41.99064985,-72.13038084
NA,309,c,5874,NA,PIST,199.9,72.3,1.7,LI,NA,M,NA,FALSE,41.98953913,-72.12838613
NA,800,d,5875,NA,KALA,17,165.4,1.5,LI,NA,NA,NA,TRUE,41.99064933,-72.13036991
NA,309,c,5876,NA,PIST,197.6,70.3,2.2,LI,NA,M,NA,FALSE,41.98952501,-72.12841774
NA,309,c,5877,NA,PIST,199.7,76.8,1.7,LI,NA,M,NA,FALSE,41.9895793,-72.12837906
NA,309,c,5878,NA,PIST,199.9,73.1,1.7,LI,NA,M,NA,FALSE,41.98954621,-72.12838445
NA,309,c,5880,NA,PIST,199.9,76.9,2,LI,NA,M,NA,FALSE,41.98957987,-72.12837647
NA,309,c,5881,NA,PIST,198.4,70.1,5.2,LI,NA,M,NA,FALSE,41.98952199,-72.12840863
NA,309,d,5882,NA,PIST,196.9,69,5,LI,1.3,M,NA,FALSE,41.98951459,-72.12842881
NA,309,b,5883,NA,PIST,186.2,71,1.5,LI,NA,M,NA,FALSE,41.98954901,-72.12855211
NA,802,a,5884,NA,KALA,45.6,164.1,2.1,LI,NA,M,NA,FALSE,41.99059315,-72.13003184
NA,309,d,5885,NA,PIST,197.8,68.4,2.7,LI,1.3,M,NA,FALSE,41.98950787,-72.12841935
NA,309,d,5886,NA,PIST,197.3,68.3,4.4,LI,1.3,M,NA,FALSE,41.98950776,-72.12842552
NA,309,c,5887,NA,PIST,197.8,79.2,2.6,LI,NA,NA,NA,FALSE,41.98960352,-72.12839666
NA,309,d,5888,NA,PIST,197.9,69.1,2.2,LI,1.3,M,NA,FALSE,41.98951391,-72.12841669
NA,309,c,5889,NA,NA,191.3,70.1,1,LI,1.3,M,NA,FALSE,41.98953308,-72.12849323
NA,309,c,5890,NA,PIST,199.8,76.9,1.4,LI,NA,M,NA,FALSE,41.98958002,-72.12837766
NA,309,c,5891,NA,KALA,194.8,71.9,1,LI,1.3,M,NA,FALSE,41.98954355,-72.12844774
NA,309,c,5892,NA,PIST,199.8,78,2.2,LI,NA,NA,NA,FALSE,41.98958977,-72.12837535
NA,309,c,5893,NA,PIST,199.8,76.9,1.5,LI,NA,M,NA,FALSE,41.98958002,-72.12837766
NA,309,c,5894,NA,PIST,199.8,76.9,2.8,LI,NA,M,NA,FALSE,41.98958002,-72.12837766
NA,309,c,5895,NA,PIST,197,70.4,2.3,LI,1.3,M,NA,FALSE,41.98952683,-72.12842468
NA,309,c,5896,NA,PIST,198.3,78.3,1.1,LI,NA,NA,NA,FALSE,41.98959477,-72.12839259
NA,309,c,5898,NA,PIST,199.9,76.5,1,LI,1.3,M,NA,FALSE,41.98957633,-72.12837731
NA,800,d,5899,NA,KALA,16.2,167.6,2.5,LI,NA,NA,NA,TRUE,41.99067006,-72.13037482
NA,800,b,5900,NA,KALA,2.6,178.8,1.8,LI,NA,NA,NA,FALSE,41.9907905,-72.13051334
NA,801,b,5901,NA,KALA,23.4,176.2,2.5,LI,NA,NA,NA,FALSE,41.99073499,-72.13027095
NA,309,c,5902,NA,KALA,196.3,75.2,1.7,LI,1.3,M,NA,FALSE,41.98957044,-72.12842294
NA,904,d,5903,NA,KALA,90.2,181.7,2.5,LI,NA,M,NA,TRUE,41.99067937,-72.12946341
NA,309,d,5904,NA,PIST,197.6,61.4,2.7,LI,1.3,M,NA,FALSE,41.98944618,-72.12843644
NA,900,a,5904,NA,TSCA,2.5,188.4,31.7,LI,NA,NA,NA,FALSE,41.99087568,-72.13049436
NA,309,d,5905,NA,PIST,198.7,64.8,3.6,LI,1.3,M,NA,FALSE,41.98947458,-72.12841619
NA,309,c,5908,NA,PIST,199.6,75.3,1.8,LI,1.3,M,NA,FALSE,41.98956617,-72.1283834
NA,309,b,5910,NA,PIST,186.7,72.7,1,LI,NA,M,NA,FALSE,41.98956329,-72.12854258
NA,801,b,5911,NA,KALA,20.5,176,1.6,LI,NA,NA,NA,FALSE,41.99073774,-72.13030593
NA,905,a,5913,NA,KALA,104.8,181,1.2,LI,1.3,M,NA,FALSE,41.99065037,-72.12929091
NA,800,c,5914,NA,BELE,11.8,176.6,1.8,LI,1.3,M,NA,FALSE,41.99075664,-72.13040834
NA,309,d,5916,NA,PIST,196.4,62.5,1.5,LI,1.3,M,NA,FALSE,41.9894578,-72.12844843
NA,801,b,5918,NA,KALA,33.4,165.7,5.1,LI,1.3,M,NA,FALSE,41.99062638,-72.13017385
NA,309,b,5919,NA,PIST,181.9,77.8,1.7,LI,1.3,M,NA,FALSE,41.98961595,-72.12858906
NA,309,d,5920,NA,PIST,190.7,67.3,3.1,LI,1.3,M,NA,FALSE,41.98950922,-72.12850626
NA,309,c,5921,NA,PIST,198,77.8,1.6,LI,NA,M,NA,FALSE,41.98959081,-72.12839721
NA,309,b,5922,NA,PIST,187.9,73.1,1.4,LI,NA,M,NA,FALSE,41.98956496,-72.12852744
NA,802,a,5923,NA,KALA,46.8,163.6,1.7,LI,NA,M,NA,FALSE,41.99058685,-72.13001859
NA,309,a,5924,NA,PIST,184.6,67.7,3,LI,1.3,M,NA,FALSE,41.98952229,-72.12857811
NA,309,b,5925,NA,PIST,185.3,74.2,3,LI,NA,M,NA,FALSE,41.98957876,-72.12855611
NA,309,d,5926,NA,PIST,198,61.9,11,LI,1.3,M,NA,FALSE,41.98944999,-72.12843063
NA,309,d,5927,NA,PIST,199.8,63.8,3.8,LI,1.3,M,NA,FALSE,41.989464,-72.12840519
NA,309,d,5929,NA,PIST,191.6,68.5,1.5,LI,1.3,M,NA,FALSE,41.98951844,-72.12849302
NA,800,c,5930,NA,KALA,19.7,170.9,1.3,LI,1.3,M,NA,FALSE,41.99069382,-72.13032618
NA,309,c,5931,NA,KALA,194.7,70.1,1.1,LI,1.3,M,NA,TRUE,41.98952777,-72.12845272
NA,309,c,5932,NA,PIST,199.2,79.2,1.1,LI,1.3,M,NA,FALSE,41.98960133,-72.12837997
NA,309,b,5933,NA,PIST,183.8,71.9,4.7,LI,1.3,M,NA,FALSE,41.98956073,-72.12857882
NA,309,b,5934,NA,PIST,182.5,72,3.4,LI,1.3,M,NA,FALSE,41.98956365,-72.1285941
NA,802,a,5935,NA,KALA,49.3,169.7,1.7,LI,NA,M,NA,FALSE,41.99063697,-72.12997599
NA,309,b,5936,NA,PIST,187.4,70.9,1.9,LI,NA,M,NA,FALSE,41.98954625,-72.12853802
NA,309,c,5937,NA,PIST,198.9,78.9,1.7,LI,1.3,M,NA,FALSE,41.98959914,-72.12838418
NA,309,d,5938,NA,PIST,196.8,69.9,5.2,LI,1.3,M,NA,FALSE,41.98952271,-72.12842811
NA,309,c,5939,NA,PIST,198.5,79.8,1.5,LI,1.3,M,NA,FALSE,41.98960774,-72.12838705
NA,309,b,5941,NA,PIST,188.6,73.9,1.8,LI,NA,M,NA,FALSE,41.98957095,-72.12851742
NA,802,a,5942,NA,KALA,49.6,170,1.4,LI,NA,M,NA,FALSE,41.99063916,-72.12997178
NA,309,b,5943,NA,PIST,181.4,78.6,1.8,LI,1.3,M,NA,FALSE,41.98962382,-72.12859333
NA,309,b,5945,NA,PIST,187.3,70.6,4.5,LI,1.3,M,NA,FALSE,41.98954375,-72.12853984
NA,309,b,5946,NA,PIST,185.5,74.7,1.6,LI,NA,NA,NA,FALSE,41.98958288,-72.12855268
NA,802,a,5947,NA,TSCA,48.7,167.8,1,LI,1.3,M,NA,FALSE,41.99062108,-72.12998713
NA,309,b,5949,NA,PIST,185.5,76,2.2,LI,NA,M,NA,FALSE,41.98959439,-72.12854994
NA,309,b,5950,NA,PIST,183.9,74.2,1.2,LI,1.3,M,NA,FALSE,41.98958095,-72.12857279
NA,903,a,5950,NA,KALA,60.2,183,1,LI,1.3,M,NA,FALSE,41.99073774,-72.12981815
NA,309,b,5951,NA,PIST,180.2,73.6,1.5,LI,1.3,M,NA,FALSE,41.98958141,-72.12861814
NA,800,d,5952,NA,KALA,18.2,163.3,1.7,LI,1.3,M,NA,FALSE,41.99062886,-72.13036002
NA,902,c,5957,NA,KALA,58.2,190.5,1.2,LI,NA,NA,NA,FALSE,41.99080729,-72.12982623
NA,309,b,5958,NA,PIST,184.4,79.5,2.9,LI,1.3,M,NA,FALSE,41.98962711,-72.1285557
NA,309,c,5959,NA,PIST,197,79.1,1.5,LI,NA,M,NA,FALSE,41.98960388,-72.1284064
NA,802,a,5960,NA,KALA,47.4,164.4,1.7,LI,NA,M,NA,TRUE,41.990593,-72.13000976
NA,800,d,5961,NA,KALA,20,168.8,1.5,LI,NA,NA,NA,TRUE,41.99067476,-72.13032701
NA,309,d,5963,NA,PIST,199.7,66,1.4,LI,1.3,M,NA,FALSE,41.98948364,-72.12840175
NA,801,b,5965,NA,KALA,21.3,174.5,1.2,LI,NA,NA,NA,FALSE,41.99072321,-72.13029955
NA,309,d,5966,NA,PIST,191,68,2.4,LI,1.3,M,NA,FALSE,41.98951495,-72.12850122
NA,805,a,5966,NA,KALA,101.5,165.9,1.4,LI,1.3,M,NA,FALSE,41.99052179,-72.12936196
NA,904,a,5967,NA,KALA,82.8,181.1,1.3,LI,1.3,M,NA,FALSE,41.99068561,-72.12955285
NA,309,b,5968,NA,PIST,182.2,72,1.5,LI,1.3,M,NA,FALSE,41.98956412,-72.12859767
NA,309,d,5970,NA,PIST,190.4,66.2,5.5,LI,1.3,M,NA,FALSE,41.98949994,-72.12851215
NA,309,c,5971,NA,PIST,197.7,78.1,1.2,LI,NA,NA,NA,FALSE,41.98959393,-72.12840016
NA,309,d,5972,NA,PIST,190.2,66.7,6.1,LI,1.3,M,NA,FALSE,41.98950468,-72.12851348
NA,309,a,5973,NA,PIST,181.3,65,2.8,LI,1.3,M,NA,FALSE,41.98950353,-72.1286231
NA,309,b,5975,NA,PIST,185,74.5,1.6,LI,1.3,M,NA,FALSE,41.98958189,-72.12855905
NA,802,c,5976,NA,KALA,50.3,171.6,1.9,LI,1.3,M,NA,TRUE,41.99065224,-72.12996008
NA,802,c,5977,NA,KALA,59.9,178.6,1.2,LI,1.3,M,NA,FALSE,41.99069924,-72.12983098
NA,309,b,5978,NA,PIST,185.9,74.3,3.7,LI,NA,NA,NA,FALSE,41.98957871,-72.12854875
NA,802,a,5979,NA,KALA,49,168.5,1.1,LI,NA,M,NA,FALSE,41.99062681,-72.12998208
NA,309,a,5980,NA,PIST,181.6,64.1,2,LI,1.3,M,NA,FALSE,41.98949509,-72.12862142
NA,802,a,5981,NA,KALA,48.1,165.2,1.8,LI,NA,M,NA,FALSE,41.99059899,-72.12999974
NA,309,a,5983,NA,PIST,183.2,66.4,1.9,LI,1.3,M,NA,FALSE,41.98951296,-72.12859752
NA,901,a,5984,NA,KALA,25,183.4,1.2,LI,1.3,M,NA,FALSE,41.99079625,-72.13023676
NA,309,b,5985,NA,PIST,182.8,71.7,3.7,LI,1.3,M,NA,FALSE,41.98956052,-72.12859115
NA,902,d,5987,NA,KALA,56.4,190.1,1.4,LI,NA,NA,NA,FALSE,41.99080656,-72.12984852
NA,309,d,5988,NA,PIST,199.5,67,3.3,LI,1.3,M,NA,FALSE,41.98949281,-72.12840204
NA,309,b,5989,NA,PIST,186.2,72,1.7,LI,NA,M,NA,FALSE,41.98955787,-72.12855001
NA,309,c,5990,NA,KALA,199.2,74,2.2,LI,1.3,M,NA,TRUE,41.98955528,-72.1283909
NA,904,d,5991,NA,KALA,90.7,183.2,2.2,LI,NA,M,NA,FALSE,41.99069188,-72.1294543
NA,904,d,5993,NA,KALA,81.7,180.5,1.9,LI,NA,M,NA,FALSE,41.99068202,-72.12956722
NA,309,c,5994,NA,PIST,198.4,79.4,1.6,LI,1.3,M,NA,FALSE,41.98960435,-72.12838909
NA,309,c,5995,NA,PIST,198,77.8,1.8,LI,NA,NA,NA,FALSE,41.98959081,-72.12839721
NA,309,b,5996,NA,PIST,191.8,66.1,4.9,LI,NA,M,NA,FALSE,41.98949687,-72.12849568
NA,309,c,5997,NA,KALA,195.3,71.2,2.3,LI,1.3,M,NA,FALSE,41.98953657,-72.12844326
NA,800,b,5999,NA,KALA,1.6,174.5,1,LI,NA,NA,NA,FALSE,41.99075398,-72.13053429
NA,901,a,6001,NA,KALA,26.1,183.7,1.3,LI,1.3,M,NA,FALSE,41.99079719,-72.13022302
NA,902,d,6002,NA,KALA,55.4,184.4,2,LI,1.3,M,NA,FALSE,41.99075763,-72.12987241
NA,901,a,6003,NA,KALA,28.6,180.9,2.7,LI,1.3,M,NA,FALSE,41.99076849,-72.13019911
NA,901,a,6004,NA,KALA,29.3,186.1,2.5,LI,1.3,M,NA,FALSE,41.99081345,-72.13017984
NA,802,b,6005,NA,KALA,48.8,172.3,2.5,LI,NA,M,NA,FALSE,41.99066078,-72.12997648
NA,802,b,6006,NA,KALA,49.1,179.2,1.4,LI,NA,M,NA,FALSE,41.99072142,-72.12995841
NA,802,b,6007,NA,KALA,50,173.7,2,LI,NA,M,NA,FALSE,41.9906713,-72.12995924
NA,902,d,6008,NA,KALA,58.5,187,2,LI,NA,NA,NA,TRUE,41.99077582,-72.12983001
NA,804,d,6009,NA,KALA,100,165.2,1.2,LI,1.3,M,NA,FALSE,41.99051793,-72.1293813
NA,901,a,6010,NA,KALA,27.1,183.8,2,LI,1.3,M,NA,FALSE,41.99079652,-72.13021089
NA,903,d,6012,NA,KALA,78.1,182.7,1,LI,NA,M,NA,FALSE,41.99070713,-72.12960549
NA,802,c,6013,NA,KALA,53.6,174.2,2.2,LI,1.3,M,NA,FALSE,41.99067011,-72.12991529
NA,901,a,6014,NA,PIST,27.3,185.1,1.5,LI,1.3,M,NA,FALSE,41.99080772,-72.13020578
NA,901,a,6015,NA,KALA,25,183.3,2.6,LI,1.3,M,NA,FALSE,41.99079537,-72.13023697
NA,802,b,6016,NA,KALA,44.8,179.8,1.5,LI,NA,M,NA,TRUE,41.99073345,-72.13000838
NA,804,c,6017,NA,KALA,90.2,179.4,1.3,LI,1.3,M,NA,FALSE,41.990659,-72.12946824
NA,802,b,6018,NA,KALA,53.7,169.9,2,LI,NA,M,NA,FALSE,41.99063187,-72.12992313
NA,804,d,6021,NA,KALA,99.8,167.2,1.5,LI,1.3,M,NA,FALSE,41.99053596,-72.12937948
